district,epc,hpr
OL8,62.4,0.84
OL2,62.9,0.86
OL4,61.2,0.81
OL9,64.2,0.86
OL1,66.8,0.87
OL3,62.4,0.83
M35,62.2,0.85
M40,54.1,0.79
M24,60.3,0.84
OL5,49.2,0.87
OL11,47.7,0.81
