postcode,epc,hpr
LL19 7HG,45.7,0.65
LL19 9NS,57.9,0.76
LL16 3HB,61.1,0.87
LL19 7DN,57.7,0.86
LL18 1HN,71.3,0.93
LL17 0BN,59.8,0.88
LL15 1PE,52.2,0.8
LL15 1AS,69.0,0.95
LL15 1DQ,58.4,0.89
LL18 4RR,57.4,0.78
LL18 6HG,41.7,0.75
LL19 8TA,58.3,0.88
LL18 5PG,59.5,0.86
LL18 3PE,52.5,0.68
LL15 2HB,50.4,0.93
LL18 1HY,53.5,0.66
LL18 3SF,54.6,0.82
LL18 3HL,53.5,0.73
LL15 2DN,51.9,0.85
LL18 2YG,63.2,1.0
LL19 8PD,61.3,0.9
LL18 6DX,21.4,0.64
LL18 4JD,57.2,0.9
LL18 2RU,57.2,0.89
LL21 0AE,47.7,0.47
LL18 2UR,60.3,0.9
LL18 2SD,56.1,0.84
LL17 0TA,46.3,0.87
LL18 4BZ,59.7,0.92
LL18 3EW,76.2,1.01
LL18 2PN,61.2,0.96
LL19 7AU,52.9,0.84
LL19 8EJ,63.5,1.01
LL18 2SX,63.4,0.98
LL18 1DR,50.4,0.67
LL17 0SZ,59.7,0.92
LL11 3EJ,80.5,1.11
LL17 0DH,67.3,0.99
LL15 1LR,68.9,1.0
LL16 4RU,36.2,0.66
LL21 9AS,34.2,0.59
LL18 2PD,60.5,0.91
LL18 5WD,74.0,1.06
LL20 8AL,41.6,0.76
LL19 7RP,54.8,0.86
LL18 1LB,60.3,0.72
LL16 3PW,60.9,0.9
LL18 1HL,60.1,0.83
LL19 8DB,61.7,0.97
LL19 7AJ,85.5,1.11
LL20 8PN,66.0,0.65
LL19 7ES,49.9,0.6
LL18 5TW,62.4,0.91
LL19 9NP,75.9,0.96
LL19 8TF,63.3,0.9
LL18 1EA,50.5,0.71
LL18 1LS,54.9,0.67
LL16 4HT,34.7,0.63
LL18 3TU,55.1,0.76
LL19 8HQ,68.9,0.93
LL18 2AH,58.9,0.82
LL19 7RH,63.0,0.86
LL16 3RU,64.3,0.9
LL15 1EH,62.6,0.86
LL18 3SG,53.3,0.79
LL16 3RH,64.6,0.81
LL15 1QB,82.5,1.16
LL18 4HA,52.7,0.7
LL18 6AA,31.2,0.63
LL19 8DA,65.2,0.97
LL19 9RG,53.6,0.86
LL15 1LZ,73.3,0.99
LL18 4AL,50.7,0.66
LL16 5UU,63.5,0.93
LL18 1DD,57.1,0.76
LL19 7US,70.3,1.01
LL19 7HJ,65.2,0.96
LL18 3UA,49.5,0.7
LL19 8RL,53.3,0.8
LL19 7YS,60.8,0.91
LL18 6HR,40.4,0.73
LL17 0PT,65.5,0.98
LL16 3ER,68.0,0.94
LL19 8BP,57.5,0.89
LL19 8HJ,67.3,0.98
LL18 2UQ,73.9,1.04
LL19 8DE,55.7,0.9
LL19 7RY,56.7,0.87
LL16 3RA,66.4,0.98
LL18 5RB,56.5,0.76
LL18 4JR,55.2,0.91
LL19 8NF,73.4,0.98
LL19 8YJ,74.1,1.03
LL18 3EB,46.9,0.67
LL16 3RX,65.4,1.0
LL18 3TT,76.3,0.99
LL19 9DU,53.2,0.72
LL18 3LA,52.2,0.58
LL18 4QL,64.0,1.01
LL18 3UE,52.0,0.67
LL17 0LU,47.9,0.6
LL21 0DR,37.4,0.6
LL19 9SA,55.6,0.77
LL18 3TF,56.8,0.81
LL19 7JB,66.3,0.99
LL18 3TE,53.3,0.72
LL16 5BG,29.3,0.62
LL18 5UR,47.7,0.65
LL16 3LJ,73.9,0.97
LL18 3UD,57.3,0.74
LL15 1QN,80.0,1.09
LL19 8AQ,83.2,1.15
LL18 6HD,51.6,0.9
LL18 4DL,66.8,0.96
LL18 4HP,53.6,0.74
LL19 7YL,58.3,0.91
LL18 6HF,60.6,0.89
LL19 7SL,48.6,0.68
LL18 3US,48.5,0.69
LL18 4JQ,62.2,0.99
LL16 3PJ,60.1,0.96
LL18 2DW,54.8,0.64
LL18 3HF,62.8,0.83
LL18 4NN,63.2,0.91
LL16 5TL,51.8,0.83
LL19 7NU,57.2,0.7
LL15 1HD,67.5,0.94
LL19 7LU,62.7,0.87
LL17 0LW,44.8,0.75
LL18 6BE,38.6,0.76
LL21 0BE,65.9,1.03
LL15 1UP,47.8,0.86
LL19 9DL,56.4,0.79
LL15 1JD,64.7,0.98
LL21 9RY,23.3,0.57
LL20 8EP,52.3,0.57
LL18 2BD,59.8,0.84
LL18 6HH,34.9,0.83
LL18 3TG,57.8,0.8
LL16 4RW,31.0,0.64
LL18 1RB,49.1,0.64
CH7 4QD,50.4,0.83
LL15 2SN,44.8,0.74
LL21 9DU,39.2,0.73
LL18 1NN,60.2,0.75
LL17 0DS,36.2,0.72
LL21 9SD,45.8,0.79
LL11 3DH,83.0,1.14
LL17 0AJ,62.0,0.97
LL16 3JP,68.1,1.01
LL16 5TH,47.0,0.62
LL20 8LR,50.0,0.62
LL19 7YN,57.6,0.9
LL20 8BW,36.8,0.52
LL18 2TH,54.2,0.88
CH7 4QF,44.5,0.8
LL18 3BE,51.9,0.74
LL21 9BT,40.6,0.71
LL19 7PY,63.9,0.94
LL20 8HF,64.1,0.94
LL19 7DP,63.1,0.94
LL19 7HE,57.9,0.71
LL16 3DE,59.2,0.74
LL18 4LB,57.7,0.93
LL21 9AD,62.5,0.94
LL15 1RX,67.8,1.03
LL16 3TR,60.3,0.84
LL18 6BP,43.1,0.78
LL18 4UN,66.0,0.95
LL20 8DD,48.1,0.77
LL18 5WT,76.4,1.08
LL18 1PS,55.2,0.62
LL18 2HU,55.9,0.74
LL15 1RR,61.9,0.97
LL18 4LE,62.3,0.93
LL21 0LU,61.0,0.75
LL18 4LH,54.9,0.85
LL18 2LU,58.5,0.93
LL15 1LL,59.6,0.91
LL16 3PF,58.1,0.7
LL19 9NN,47.1,0.68
LL20 8AT,64.8,0.93
LL16 5UG,51.5,0.78
LL16 4AX,83.6,1.18
LL21 9DQ,36.0,0.82
LL19 9HR,59.8,0.84
LL18 1RF,54.6,0.69
LL16 3LU,55.4,0.68
CH7 5SN,44.7,0.81
LL16 5AL,42.6,0.72
LL18 4BH,53.9,0.77
LL19 7DR,59.3,0.87
LL15 1UT,54.1,0.9
LL18 3RF,53.7,0.71
LL19 7SH,53.5,0.67
LL18 4AE,43.2,0.7
LL21 0LE,50.0,0.63
LL20 8HY,50.0,0.54
LL18 1AH,67.0,0.76
LL18 4DB,54.8,0.71
LL19 7DE,58.0,0.92
LL19 8YF,66.3,0.93
LL18 4BB,52.8,0.75
LL18 2JN,76.9,1.02
LL16 4RQ,71.0,1.02
LL19 8ER,58.0,0.85
LL19 9LS,51.6,0.7
LL19 8LB,56.6,0.79
LL18 4HU,60.6,0.85
LL18 4PB,62.0,0.71
LL19 8HR,61.7,0.78
LL20 8SG,64.7,0.66
LL19 7UY,58.9,0.81
LL16 3PE,65.5,0.94
LL18 2TZ,82.7,1.03
LL18 5RJ,78.7,1.04
LL18 4SG,60.2,0.82
LL19 9DF,58.5,0.78
