sector,epc,hpr,lat,long
LL19 7,60.5,0.85,-3.4220897056074757,53.33538921495323
LL19 9,57.3,0.8,-3.39127287978142,53.33356321311479
LL16 3,61.3,0.83,-3.417419948356808,53.18508806572768
LL18 1,54.9,0.72,-3.494948439999998,53.31808247333333
LL17 0,58.5,0.86,-3.436991837104072,53.25237990045249
LL15 1,60.8,0.88,-3.306875628205132,53.12031572649571
LL18 4,61.7,0.88,-3.4669720925266927,53.317259277580064
LL18 6,46.1,0.82,-3.4053501775700927,53.303185130841136
LL19 8,61.7,0.88,-3.4150389494949485,53.324319747474775
LL18 5,57.1,0.86,-3.5007757777777786,53.294741344086
LL18 3,57.6,0.79,-3.4767769415204675,53.325023982456166
LL15 2,48.8,0.81,-3.3263615116279066,53.08436106976744
LL18 2,61.3,0.86,-3.476413375565612,53.30729961990952
LL21 0,51.7,0.78,-3.4407187705882354,52.97023552941176
LL11 3,63.9,0.94,-3.082933230769232,53.05415772222218
LL16 4,53.2,0.86,-3.383508511961724,53.18347840191385
LL21 9,47.6,0.8,-3.384347868686869,53.0067017020202
LL20 8,59.2,0.81,-3.1730810121951225,52.97341303048783
LL16 5,50.4,0.83,-3.4961089082568835,53.18703098165138
CH7 4,48.3,0.83,-3.125860069105693,53.12743991056909
CH7 5,44.5,0.81,-3.233170080645162,53.19162128225808
LL20 7,48.6,0.76,-3.1510422883720923,52.94767495813952
LL22 9,43.3,0.79,-3.546903290909091,53.28575100606064
RH18 5,82.0,1.06,0.0359330492957746,51.09297908450703
LL17 5,80.0,1.03,nan,nan
LL15 5,74.0,1.08,nan,nan
LL20 4,65.0,0.89,nan,nan
LL21 1,43.0,0.98,-3.373999,52.981483
CH8 8,48.0,0.9,-3.234459899497487,53.25285572361811
