postcode,epc,hpr
YO41 1XU,50.1,0.84
YO17 7AG,82.9,1.18
YO17 6SQ,45.4,0.87
YO62 6BA,72.5,1.03
YO17 9SD,45.4,0.92
YO62 4DA,52.0,0.83
YO62 4DS,54.8,0.92
YO7 2HG,45.5,0.83
YO17 9ET,60.2,0.75
YO62 5DS,67.6,1.01
YO7 2HL,42.9,0.81
YO17 7FP,83.7,1.17
YO18 8PG,54.1,0.64
YO17 9ES,57.7,0.66
YO17 9FA,78.6,1.11
YO17 6UE,43.5,0.8
YO62 4HE,38.3,0.86
YO60 7NL,54.6,0.94
YO17 9HS,57.7,0.72
YO17 8DU,49.8,0.83
YO18 7TE,58.7,0.94
YO17 8SS,42.4,0.81
YO18 7QJ,65.8,0.98
YO60 6TB,85.0,1.18
YO60 7RT,50.3,0.87
YO17 9DQ,62.1,0.94
YO17 7YL,73.2,0.99
YO62 7RX,55.4,0.76
YO18 7HN,62.8,0.94
YO17 8FB,79.9,1.17
YO17 7EJ,59.8,0.82
YO17 7YY,64.2,0.97
YO17 7NT,63.6,0.79
YO17 7BF,83.1,1.17
YO17 9AP,57.9,0.88
YO60 7QT,54.0,1.0
YO60 7ND,61.3,0.99
YO17 7FW,83.6,1.18
YO17 8LU,40.1,0.65
YO60 6RP,53.0,0.92
YO18 8HJ,35.0,0.6
YO18 8NU,72.8,1.03
YO18 8ES,73.6,1.15
YO17 8PP,53.8,0.86
YO12 4RZ,39.6,0.71
YO17 8HS,25.8,0.57
YO41 1NE,49.5,0.74
YO60 7JJ,52.6,0.81
YO18 8TD,66.0,1.01
YO17 7HL,64.6,0.9
YO41 1LB,49.4,0.82
YO18 7NB,83.7,1.18
YO18 8BH,64.5,0.88
YO17 8JB,46.8,0.84
YO18 8BJ,67.1,0.89
YO18 7EX,69.3,0.99
YO60 7HH,35.7,0.79
YO17 9LG,52.6,0.89
YO62 6PR,66.8,0.97
YO60 6TA,71.7,1.03
YO17 8LN,50.6,0.81
YO62 5DE,59.8,0.88
YO62 7LF,40.0,0.72
YO62 5DX,49.1,0.63
YO17 6UU,69.5,1.02
YO17 6QJ,52.1,0.89
YO18 7JY,40.7,0.77
YO17 8DT,42.4,0.73
YO18 7BH,84.8,1.18
YO18 7TG,52.3,0.85
YO18 7AH,81.4,1.11
YO17 8HX,48.8,0.77
YO62 6DH,65.2,0.98
YO60 7HW,37.2,0.57
YO18 7DP,58.9,0.93
YO62 6EH,66.8,0.95
YO17 9AB,64.3,0.89
YO62 5DT,60.4,0.98
YO17 8AX,33.1,0.58
YO60 6NX,20.0,0.59
YO62 5EZ,53.0,0.6
YO62 4JU,61.2,0.99
YO62 6RD,51.3,0.82
YO60 7EZ,51.6,0.89
YO17 9TW,39.5,0.68
YO62 5AA,50.7,0.62
YO18 7DG,59.6,0.65
YO62 6HQ,85.4,1.14
YO62 7TU,44.6,0.73
YO12 4BY,72.2,1.03
YO62 6TR,51.1,0.88
YO17 9DD,59.3,0.97
YO17 8BW,45.6,0.83
