postcode,epc,hpr
SA73 1LR,77.1,1.08
SA68 0XE,54.6,0.93
SA67 7FF,83.1,1.17
SA64 0HB,59.4,0.64
SA69 9LG,62.7,0.83
SA65 9ER,79.3,1.11
SA73 1PT,73.7,1.05
SA73 2AP,59.7,0.72
SA73 1TY,66.7,0.86
SA68 0SD,60.8,0.99
SA71 5JH,64.2,0.98
SA41 3QJ,54.7,0.88
SA61 1EB,77.3,1.08
SA61 2ST,54.5,0.69
SA62 5AG,48.8,0.88
SA72 6YB,71.1,0.95
SA63 4QJ,54.4,0.91
SA72 6AR,55.5,0.68
SA69 9NL,55.3,0.75
SA43 3JH,41.0,0.67
SA62 4LZ,62.2,1.0
SA73 3SP,52.8,0.94
SA71 4JB,61.7,0.99
SA61 1TG,58.6,0.7
SA71 4DE,68.4,0.66
SA68 0ZA,82.3,1.17
SA37 0EZ,39.5,0.75
SA61 2BW,65.3,0.81
SA73 1SP,50.4,0.65
SA62 3QD,70.5,0.91
SA68 0TT,36.6,0.79
SA70 8EN,64.8,0.86
SA62 6SR,61.6,0.94
SA41 3UX,47.3,0.71
SA71 5PF,78.2,1.09
SA70 7SE,45.0,0.57
SA62 5JN,49.0,0.84
SA62 5QN,47.8,0.75
SA72 6DG,57.1,0.7
SA70 7PN,63.7,0.85
SA71 5AR,17.4,0.56
SA71 4QJ,58.2,0.85
SA61 1HZ,61.0,0.91
SA73 3HH,63.9,0.68
SA72 6PE,57.5,0.77
SA62 5BQ,37.9,0.7
SA62 5SQ,53.0,0.94
SA72 6SL,63.2,0.73
SA73 3QR,62.7,0.87
SA73 3RT,42.0,0.85
SA71 4AN,66.3,0.8
SA63 4SG,51.4,0.8
SA41 3RL,51.3,0.72
SA67 7AX,56.2,0.68
SA73 3PE,54.3,0.81
SA62 3JU,60.9,0.93
SA72 6XH,64.3,0.82
SA41 3QN,46.1,0.85
SA41 3TF,41.2,0.81
SA72 6DS,62.3,0.7
SA71 4EZ,58.9,0.89
SA67 8DF,49.3,0.78
SA62 4NQ,66.3,1.02
SA61 1UU,66.9,0.8
SA70 7DS,58.2,0.73
SA62 5EX,57.0,0.86
SA62 4BJ,57.2,0.99
SA61 1ST,55.5,0.68
SA62 6BQ,74.5,1.09
SA62 5AX,40.0,0.7
SA62 3EG,48.7,0.87
SA70 8NA,49.6,0.78
SA61 2SD,57.2,0.81
SA73 2EN,56.9,0.67
SA62 4NW,69.0,1.05
SA61 1RR,64.8,0.88
SA36 0DX,39.5,0.72
SA69 9PL,59.4,0.87
SA43 3PD,30.9,0.57
SA68 0RG,43.9,0.88
SA70 7UJ,22.6,0.54
SA61 2TL,62.9,0.81
SA61 1LA,58.6,0.73
SA72 6HU,67.5,0.94
SA70 8NP,58.9,0.95
SA43 3DX,47.0,0.81
SA73 2AE,44.4,0.64
SA61 1LQ,66.9,1.0
SA62 5YA,26.5,0.58
SA63 4TA,41.6,0.84
SA71 4JE,66.1,0.91
SA71 5EY,42.8,0.76
SA71 4JN,85.5,1.09
SA72 6EW,66.1,1.0
SA67 7BU,51.4,0.66
SA71 4FD,72.3,0.95
SA71 4DB,66.4,0.86
SA62 4LL,54.3,0.86
SA43 3LZ,47.2,0.84
SA61 2TY,70.7,0.81
SA61 1NY,63.6,0.87
SA70 8EY,55.9,0.63
SA67 8SU,52.3,0.91
SA61 1DS,58.8,0.89
SA73 2AN,65.0,0.81
SA67 8ES,49.0,0.91
