district,epc,hpr
EC4,67.6,0.85
EC3,73.6,0.92
EC2,65.2,0.79
EC1,70.9,0.86
E1,71.9,0.86
WC1,64.9,0.74
WC2,74.6,0.85
LU7,84.0,1.18
