district,epc,hpr
IP27,60.3,0.92
IP28,64.6,0.97
IP24,59.0,0.88
CB9,67.1,0.93
IP32,72.1,1.0
IP33,65.3,0.88
IP31,60.8,0.91
CB8,63.8,0.89
IP29,57.4,0.92
CO10,57.9,0.85
IP30,57.8,0.89
CB7,44.8,0.93
IP22,52.9,0.87
YO31,62.0,1.07
SW18,81.0,1.03
