postcode,epc,hpr
LL13 9XW,53.7,0.88
LL11 5SH,61.6,0.71
LL14 2EL,61.6,0.95
LL14 6DG,50.0,0.64
LL13 0DA,49.5,0.84
LL11 5FT,77.9,1.1
SY13 3DF,61.9,0.99
LL14 3PU,68.6,0.9
LL12 0ST,57.6,0.84
LL11 6JA,68.8,1.0
LL14 2LT,73.0,0.96
LL11 6QA,72.7,1.03
LL13 8PY,67.0,0.98
LL13 0LP,48.4,0.88
LL14 6BP,69.7,1.02
LL14 3UP,66.9,0.95
LL13 7PH,58.5,0.7
LL11 4FA,83.2,1.18
LL12 0HE,53.3,0.75
LL12 8SG,57.2,0.92
LL12 7LW,55.9,0.87
LL14 2AY,59.2,0.83
SY13 3NZ,37.0,0.73
LL14 3NE,61.1,0.83
LL13 7GU,67.0,1.01
LL11 3EL,63.0,0.9
LL13 7AN,63.0,0.79
LL13 8UU,72.0,0.99
LL14 3PE,65.6,0.85
LL14 6NS,56.6,0.68
LL13 7BB,59.2,0.69
LL13 9PG,71.4,1.01
LL13 8QP,76.2,0.99
LL13 9GR,69.4,1.01
LL14 5PH,66.3,0.99
LL11 6LS,66.0,0.95
LL13 9NU,69.9,0.97
LL13 0BU,48.7,0.7
LL11 4SH,54.9,0.7
LL13 0TX,67.0,0.97
LL14 3PG,64.7,0.84
LL12 7EA,67.0,0.92
LL14 5LR,48.2,0.88
LL13 0NR,65.5,0.97
LL11 2LR,70.1,0.87
LL14 3LY,60.6,0.85
LL11 2SR,54.5,0.72
LL14 3HE,71.1,0.96
LL13 9DL,63.8,0.93
LL12 0HU,46.3,0.76
LL14 1SU,62.6,0.93
LL14 2NA,72.2,0.99
LL14 2NN,68.7,1.02
LL13 0QL,61.9,0.98
LL13 8AP,78.8,1.0
LL12 8TX,80.4,1.11
LL13 8QN,54.4,0.94
LL13 7BU,71.1,1.02
LL13 7SL,57.1,0.69
LL14 5LY,51.1,0.96
LL13 0BY,55.3,0.78
LL14 3RY,49.3,0.64
LL13 0AW,47.1,0.82
LL12 7PB,62.8,0.97
LL13 8TP,70.1,0.98
LL14 4HN,44.8,0.66
LL13 7PG,74.6,0.99
LL12 0LH,84.1,1.18
LL12 0NY,41.9,0.77
LL20 7TJ,56.9,0.91
LL12 0LS,67.5,0.99
LL14 2RF,44.7,0.68
LL12 7DG,71.5,0.94
LL13 7UP,55.4,0.67
LL11 4SQ,63.0,0.94
LL14 5BJ,57.9,0.9
LL11 3HP,66.2,0.96
LL11 6BX,74.9,1.04
LL13 9SG,61.3,0.94
LL11 4TX,74.5,1.02
LL14 2LF,61.5,0.77
LL11 2RR,64.4,0.99
LL12 0HT,45.6,0.66
LL12 7YD,68.1,0.96
LL14 5PY,48.4,0.78
LL14 2HN,68.2,1.02
LL14 6TA,65.0,0.99
LL14 6LF,63.7,0.83
LL13 7HT,78.2,1.08
LL12 8JP,59.6,0.9
LL13 7DN,62.9,0.82
LL12 0EZ,61.8,0.95
LL14 3JF,39.8,0.74
LL14 2AD,68.9,0.98
LL14 3ER,66.5,0.93
LL14 2PS,68.4,0.99
LL14 5BP,65.0,0.97
LL11 3YL,69.7,0.96
LL12 8AG,62.3,0.94
LL11 3PT,59.3,0.84
LL13 7BE,56.5,0.71
LL12 8XN,63.2,0.92
LL14 5LL,65.3,0.99
LL13 8PH,51.5,0.69
LL13 8RW,69.2,0.98
LL13 7DL,72.8,0.98
