sector,epc,hpr,lat,long
LL13 9,64.7,0.95,-2.94302215757576,53.055843518181845
LL11 5,64.8,0.92,-3.063749746835442,53.07364374683545
LL14 2,64.2,0.92,-3.055664126373624,53.00526720329672
LL14 6,63.8,0.89,-3.0368232399999995,52.98841346
LL13 0,58.8,0.9,-2.931992914675768,52.99989657679181
SY13 3,49.1,0.82,-2.747622238410596,52.94843436423844
LL14 3,65.0,0.9,-3.071688759656652,52.97640792703864
LL12 0,62.1,0.92,-2.97377395338983,53.101933483050814
LL11 6,65.7,0.93,-3.0337003209876583,53.06368051851854
LL13 8,68.1,0.92,-2.981718897959184,53.04283887755103
LL13 7,63.4,0.83,-2.997697484162895,53.040595601809926
LL11 4,66.5,0.95,-3.018622486891387,53.072539168539365
LL12 8,62.0,0.9,-2.9735255894308925,53.08157151219512
LL12 7,64.6,0.93,-2.9810344191919182,53.05788836363636
LL11 3,63.6,0.9,-3.082933230769232,53.05415772222218
LL14 5,61.3,0.92,-3.055947604026847,52.93786385234901
LL11 2,62.9,0.88,-2.998006064999998,53.05883913000002
LL14 1,60.5,0.85,-3.054011999999997,53.01133502564102
LL14 4,62.2,0.91,-3.031065447999998,53.032194664000016
LL20 7,50.8,0.8,-3.1510422883720923,52.94767495813952
SY14 7,48.5,0.84,-2.804570824675324,53.02063531818182
LL12 9,50.5,0.87,-3.0341971633663367,53.10756672277221
SY13 2,50.5,0.86,-2.699173526785716,52.91123946875
LL11 1,66.0,0.96,-2.995891540540541,53.04771094594596
SY10 7,44.1,0.74,-3.083202054474708,52.895032124513634
LL13 3,82.0,1.17,nan,nan
SY12 0,57.3,0.97,-2.8724746095238105,52.90065332380953
