district,epc,hpr
LL13,64.1,0.9
LL11,64.8,0.92
LL14,63.2,0.9
SY13,49.4,0.83
LL12,62.5,0.92
LL20,50.8,0.8
SY14,48.5,0.84
SY10,44.1,0.74
SY12,57.3,0.97
