district,epc,hpr
TN33,60.5,0.88
TN40,63.8,0.86
TN39,63.1,0.88
TN31,58.2,0.87
TN5,60.1,0.87
TN36,57.7,0.85
TN35,60.5,0.88
TN32,53.6,0.83
TN19,56.6,0.85
TN21,45.0,0.78
TN38,49.8,0.81
BN24,45.0,0.83
TN37,60.9,0.89
TN18,62.5,0.9
TN34,53.5,0.84
