postcode,epc,hpr
CF31 1PG,61.8,0.91
CF34 9ST,58.2,0.84
CF31 1RL,60.5,0.77
CF36 3PR,60.3,0.93
CF36 3YL,56.6,0.61
CF31 1YX,65.5,0.92
CF35 5LS,57.6,0.86
CF34 9RG,64.6,1.0
CF31 4RT,65.8,0.94
CF33 6DH,58.3,0.79
CF31 2DE,82.4,1.09
CF31 3DU,57.7,0.83
CF32 9EP,59.3,0.88
CF33 6LL,64.3,0.88
CF34 0BD,61.3,0.9
CF31 2PF,66.9,0.97
CF31 1TS,74.0,1.01
CF31 1TN,67.8,0.9
CF36 3EH,58.6,0.7
CF31 1QN,58.7,0.85
CF31 3BH,82.5,1.17
CF35 5ER,59.9,0.79
CF31 4DE,66.3,0.89
CF31 5BY,72.4,1.04
CF33 4SF,67.2,0.89
CF34 0RY,41.0,0.59
CF32 0LS,39.2,0.64
CF34 9YH,57.6,0.7
CF32 9UW,65.6,0.99
CF32 0QD,83.4,1.14
CF35 6PA,83.5,1.18
CF35 5PD,58.2,0.89
CF33 4EG,59.4,0.89
CF35 6FR,78.7,1.1
CF31 1RZ,70.8,0.91
CF35 5PT,59.3,0.74
CF31 1LP,57.5,0.76
CF31 4NS,57.5,0.81
CF35 6YR,74.2,0.98
CF31 2JS,67.9,0.97
CF34 9AG,59.0,0.83
CF36 3LH,58.9,0.85
CF32 8DJ,37.5,0.7
CF31 4XB,64.1,0.96
CF34 9ES,72.5,0.99
CF34 9UD,72.9,0.99
CF31 2PJ,63.3,0.95
CF33 6AG,54.6,0.84
CF33 6AY,54.8,0.77
CF31 4SX,60.8,0.86
CF31 4SU,58.7,0.84
CF33 6JA,64.6,0.96
CF31 4ER,65.3,0.9
CF31 3NR,50.5,0.72
CF31 3EE,55.4,0.74
CF34 9GA,70.4,1.02
CF34 0NJ,59.1,0.75
CF32 8AA,60.2,0.76
CF31 1LD,68.8,0.97
CF33 4LY,65.2,0.9
CF39 8RR,56.1,0.68
CF31 2DR,83.0,1.16
CF31 2LJ,64.2,0.93
CF34 0SW,71.7,1.0
CF32 8AT,59.1,0.66
CF34 0PD,56.3,0.68
CF32 9HU,56.4,0.8
CF31 5FG,80.1,1.1
CF35 6JB,65.4,0.93
CF35 5ND,57.9,0.91
CF31 4GB,65.7,1.0
CF36 3RN,56.9,0.85
CF36 5EW,70.8,0.99
CF35 6TF,61.0,0.93
CF31 3NX,65.3,0.92
CF34 0UA,72.1,0.93
CF32 9LF,51.9,0.75
CF34 0BW,51.9,0.61
CF35 6EJ,73.9,1.05
CF31 2DG,83.6,1.15
CF33 6DW,58.2,0.78
CF33 6ES,56.5,0.7
CF36 3LG,59.1,0.9
CF35 6SZ,82.4,1.09
CF31 4BY,58.8,0.87
CF33 4AB,67.0,0.78
CF31 2DH,78.3,1.02
CF39 8RT,58.0,0.67
CF32 7ST,59.3,0.67
CF32 0HL,61.0,0.84
CF32 9HN,56.3,0.56
CF31 4UF,63.7,0.92
CF36 5AU,61.3,0.91
CF32 8TH,73.6,0.97
CF31 4TP,57.0,0.89
CF35 6RF,63.1,0.94
CF36 5BJ,70.1,0.97
CF36 3NT,58.4,0.84
CF34 0YE,66.5,0.94
CF34 9UA,74.9,0.99
CF31 1QE,60.9,0.9
