district,epc,hpr
CF31,66.3,0.93
CF34,59.4,0.79
CF36,60.7,0.84
CF35,68.7,0.98
CF33,65.0,0.9
CF32,62.2,0.84
CF39,61.5,0.79
CF65,80.2,1.13
E14,87.0,1.1
CF72,41.0,0.77
SE1,83.0,0.97
M20,77.5,1.1
