sector,epc,hpr,lat,long
CF31 1,63.4,0.86,-3.576885634999997,51.514848360000045
CF34 9,60.2,0.81,-3.6531596815920406,51.600778139303486
CF36 3,60.1,0.83,-3.708882820833333,51.48555845416664
CF35 5,61.6,0.9,-3.521750700598804,51.50475263473055
CF31 4,65.5,0.92,-3.594568156716416,51.51363172761194
CF33 6,62.3,0.86,-3.68497243870968,51.531490619354834
CF31 2,68.8,0.98,-3.55642425698324,51.51013766480449
CF31 3,60.5,0.84,-3.567465468571428,51.499070628571424
CF32 9,66.3,0.92,-3.584080876760564,51.54389671126762
CF34 0,58.8,0.77,-3.651060018779345,51.619759056338005
CF31 5,73.2,1.04,-3.600915447916668,51.501557104166686
CF33 4,67.3,0.93,-3.7024160256410266,51.51977482051281
CF32 0,61.0,0.88,-3.6241026586826353,51.5025059520958
CF35 6,70.7,1.01,-3.528071170418007,51.53221878456591
CF32 8,59.4,0.77,-3.583383625615764,51.59382670935959
CF39 8,61.5,0.79,-3.442924027131782,51.58247634496125
CF36 5,61.3,0.86,-3.68538116766467,51.48482315568862
CF32 7,58.7,0.74,-3.540985862068967,51.60891415172412
CF65 6,80.2,1.13,nan,nan
CF35 3,87.0,1.15,nan,nan
E14 9,87.0,1.1,-0.0160040805555555,51.50035220000003
CF72 9,41.0,0.77,-3.4250014154727824,51.52703339255016
CF33 8,70.0,1.01,nan,nan
SE1 6,83.0,0.97,-0.0987428024691357,51.49572926543212
CF36 6,82.1,1.11,nan,nan
M20 2,77.5,1.1,-2.241784090604024,53.41998991946308
CF36 9,84.0,1.18,-3.7059842,51.47895739999999
CF36 4,70.0,0.9,nan,nan
