outcode,epc,hpr,lat,long
CF31,66.3,0.93,51.5088642,-3.5784949
CF34,59.4,0.79,51.610543,-3.6520832
CF36,60.7,0.84,51.4850992,-3.6994938
CF35,68.7,0.98,51.5227048,-3.5254789
CF33,65.0,0.9,51.5255628,-3.6931827
CF32,62.2,0.84,51.5599583,-3.5842696
CF39,61.5,0.79,51.5999318,-3.4255613
CF65,80.2,1.13,nan,nan
E14,87.0,1.1,51.5061699,-0.0184998
CF72,41.0,0.77,51.5298928,-3.4021313
SE1,83.0,0.97,51.4991997,-0.0916245
M20,77.5,1.1,53.4241784,-2.232693
