postcode,epc,hpr,lat,long
LL19,60.3,0.85,53.3311383,-3.4106208
LL16,56.8,0.84,53.185191,-3.4330517
LL18,57.8,0.82,53.3102991,-3.4760171
LL17,58.5,0.86,53.2523853,-3.4370183
LL15,56.9,0.86,53.1031832,-3.3161613
LL21,49.3,0.79,52.9900548,-3.4102899
LL11,63.9,0.94,53.0634765,-3.0362413
LL20,57.9,0.81,52.9588899,-3.1607087
CH7,46.6,0.82,53.1699651,-3.1322347
LL22,43.3,0.79,53.2679053,-3.5977386
RH18,82.0,1.06,51.0932269,0.035663
CH8,48.0,0.9,53.2830042,-3.2465239
