postcode,epc,hpr,lat,long
CF64,65.1,0.87,51.4332091,-3.1917807
CF63,64.4,0.83,51.4122519,-3.2572808
CF62,65.4,0.9,51.4039362,-3.310979
CF61,64.4,0.93,51.4083951,-3.4812082
CF32,58.6,0.87,51.5599583,-3.5842696
CF5,67.9,0.99,51.4829052,-3.2447881
CF71,60.7,0.91,51.4609003,-3.4589993
CF72,64.7,0.97,51.5298928,-3.4021313
CF11,82.3,1.13,51.4724155,-3.1922157
CF35,59.5,0.91,51.5227048,-3.5254789
