postcode,epc,hpr,lat,long
SA4,63.4,0.9,51.6732535,-4.0486716
SA7,65.1,0.92,51.6647175,-3.8881517
SA2,60.6,0.82,51.6191141,-3.9979674
SA6,60.7,0.84,51.6761659,-3.9226054
SA1,64.6,0.85,51.6266504,-3.9402316
SA5,61.8,0.85,51.6489448,-3.9712026
SA3,58.5,0.85,51.5817133,-4.0513777
SA8,58.7,0.93,51.7217976,-3.8477059
SA18,43.9,0.79,51.7977271,-3.9609347
DN32,84.0,1.13,53.5621163,-0.070213
SW11,83.0,1.02,51.4681801,-0.1637256
