postcode,epc,hpr,lat,long
LL13,64.1,0.9,53.0344913,-2.9590322
LL11,64.8,0.92,53.0634765,-3.0362413
LL14,63.2,0.9,52.9909507,-3.0533052
SY13,49.4,0.83,52.9521685,-2.6900901
LL12,62.5,0.92,53.0875778,-2.9891854
LL20,50.8,0.8,52.9588899,-3.1607087
SY14,48.5,0.84,53.0312383,-2.7680979
SY10,44.1,0.74,52.8394661,-3.1235551
SY12,57.3,0.97,52.9028027,-2.8954535
