postcode,epc,hpr,lat,long
NP44,67.3,0.91,51.6512296,-3.0279524
NP4,64.0,0.86,51.7193671,-3.0470946
NP18,63.8,0.91,51.6087786,-2.9423237
NP11,43.6,0.67,51.6438627,-3.1315958
NP10,45.0,0.68,51.5780227,-3.0477786
NP20,82.0,1.16,51.5904204,-3.0065286
