postcode,epc,hpr,lat,long
NP19,65.9,0.88,51.5882819,-2.963588
NP18,64.0,0.91,51.6087786,-2.9423237
NP20,64.9,0.85,51.5904204,-3.0065286
CF3,72.1,1.04,51.5203429,-3.1110728
NP10,69.7,0.97,51.5780227,-3.0477786
NP26,57.4,0.88,51.5909077,-2.7788809
SE16,80.0,1.04,51.4965989,-0.053091
NP44,59.0,0.94,51.6512296,-3.0279524
