postcode,epc,hpr,lat,long
WD19,64.3,0.84,51.6308706,-0.390642
WD3,62.9,0.84,51.6466313,-0.4824803
WD5,64.8,0.89,51.7026256,-0.4163911
HA6,61.7,0.86,51.6118666,-0.4224386
WD25,64.5,0.85,51.6870777,-0.3877274
WD4,66.5,0.88,51.7059771,-0.4564485
WD18,74.0,1.01,51.6491262,-0.4146492
HP3,60.2,0.8,51.7359452,-0.4707053
UB9,46.3,0.64,51.5862858,-0.4926586
WD17,47.5,0.57,51.663945,-0.4056406
SO22,85.0,1.06,51.0665077,-1.3356583
SL9,67.7,0.82,51.5978678,-0.5557695
W25,65.3,1.12,51.60947242307692,-0.523171776923077
HP8,72.0,1.12,51.6384149,-0.5700237
WD31,10.5,0.54,51.60947242307692,-0.523171776923077
