postcode,epc,hpr,lat,long
SA10,63.3,0.9,51.6875078,-3.8007881
SA12,64.1,0.89,51.6082605,-3.7957976
SA13,60.1,0.82,51.6057851,-3.7258236
SA8,63.0,0.9,51.7217976,-3.8477059
SA11,62.0,0.86,51.6748529,-3.7614044
SA9,57.9,0.84,51.7812869,-3.7689001
SA18,54.5,0.81,51.7977271,-3.9609347
CF33,51.7,0.89,51.5255628,-3.6931827
SA1,74.2,0.98,51.6266504,-3.9402316
SA7,1.0,0.53,51.6647175,-3.8881517
