sector,epc,hpr,lat,long
N9 7,60.6,0.7,-0.0572965555555555,51.633619116959096
EN3 5,60.4,0.73,-0.0421673686440677,51.66302251271187
EN1 4,64.8,0.83,-0.0567252768595041,51.66854338842973
N21 1,63.5,0.79,-0.1079897102803738,51.64127979906542
N9 9,62.4,0.76,-0.0699929640287769,51.62641877338129
N13 4,62.6,0.72,-0.1121538585365854,51.618512487804885
N13 6,65.8,0.8,-0.1015401685393258,51.61148651685396
EN1 1,62.7,0.74,-0.0660255701357465,51.64631600452487
N18 1,63.1,0.75,-0.0798113944954128,51.614464293578
EN4 0,66.4,0.86,-0.1591298523489933,51.660425765100655
EN1 3,60.5,0.74,-0.0718930766129032,51.65779666935487
N14 6,63.8,0.8,-0.123826670886076,51.63154067088608
EN1 2,61.8,0.77,-0.0757553061224489,51.64206356632652
N11 1,64.7,0.79,-0.141024472361809,51.61909232160807
N18 2,62.8,0.73,-0.0599123171641791,51.61360426492537
N9 8,62.2,0.75,-0.0466730337078651,51.63321791011235
EN3 6,63.0,0.81,-0.0285257366771159,51.67218169592474
EN3 4,66.2,0.8,-0.0449082943925233,51.644634154205626
EN2 0,60.2,0.73,-0.0852332261306533,51.6639801005025
N22 8,62.4,0.7,-0.1155990487804877,51.60486914024391
EN2 7,64.2,0.86,-0.106739047368421,51.65219271052628
N14 4,63.8,0.79,-0.1332445213675214,51.64231077350427
EN2 6,61.6,0.77,-0.0841348357142857,51.6519242785714
EN2 8,65.7,0.86,-0.1011916619047619,51.661895114285706
N13 5,61.7,0.7,-0.0985317957446808,51.61999813191486
EN3 7,59.9,0.8,-0.0346329561403508,51.65596175877195
N9 0,65.7,0.78,-0.0528834852320675,51.62390311392407
N11 2,60.7,0.68,-0.1272411333333333,51.60898679047617
N21 2,61.8,0.75,-0.0904129352941176,51.63725065882351
EN2 9,59.3,0.78,-0.0874456853932584,51.67615697752809
N14 5,62.9,0.76,-0.1368145222929936,51.63394789808917
N14 7,57.4,0.67,-0.1281158974358974,51.62317465811965
N21 3,59.7,0.7,-0.0985242756410256,51.63035986538458
EN4 9,60.6,0.74,-0.1613220218579235,51.65094118579236
EN2 2,33.5,0.51,nan,nan
EN8 8,62.6,0.83,-0.0361981632653061,51.69325141632655
EN8 7,58.4,0.65,-0.0269619268292682,51.68710937073169
EN4 8,59.5,0.78,-0.1601446798245613,51.64064254385966
N17 0,60.3,0.66,-0.0602174511627907,51.603250613953485
N18 7,66.0,0.78,nan,nan
CH2 1,83.0,1.12,-2.8839152446351948,53.213372158798286
EN6 5,26.5,0.57,-0.17176814375,51.694584825000014
EN4 3,85.5,0.92,nan,nan
N22 5,56.8,0.56,-0.1030813144329897,51.6013907628866
N13 3,74.0,0.79,nan,nan
N13 8,79.0,1.14,nan,nan
N18 3,52.8,0.6,-0.0444244166666666,51.61343513888889
N18 6,76.0,0.87,nan,nan
