district,epc,hpr
N9,62.8,0.75
EN3,62.3,0.78
EN1,62.8,0.77
N21,61.8,0.75
N13,62.9,0.73
N18,63.0,0.74
EN4,65.8,0.84
N14,62.8,0.77
N11,62.9,0.74
EN2,62.9,0.8
N22,62.4,0.7
EN8,62.3,0.82
N17,60.3,0.66
CH2,83.0,1.12
EN6,26.5,0.57
