postcode,epc,hpr
EX39 4FN,83.5,1.09
EX39 1UJ,72.6,1.01
EX21 5LY,59.0,0.89
EX39 3RX,69.1,1.02
EX39 5BE,71.2,0.99
EX39 4ET,54.3,0.69
EX38 7DD,67.5,1.01
EX31 3LJ,46.0,0.69
EX39 3AA,39.9,0.62
EX38 7NG,62.7,0.99
EX22 7EW,27.0,0.7
EX22 6EZ,62.4,0.98
EX39 6HH,45.9,0.76
EX38 8HE,50.9,0.64
EX22 7YF,43.6,0.83
EX39 4EP,62.0,0.82
EX39 1TN,68.7,0.99
EX39 5PD,59.8,0.91
EX39 2PW,68.0,0.85
EX39 5LL,55.4,0.99
EX39 5PS,56.6,0.93
EX37 9BQ,38.6,0.69
EX39 5LU,52.1,0.9
EX38 8EH,68.2,0.97
EX39 5SP,63.2,0.96
EX39 2PL,56.9,0.67
EX38 8AR,71.8,0.96
EX38 7EE,64.3,0.99
EX39 4BX,75.6,1.04
EX39 3TJ,82.6,1.16
EX22 7PQ,64.4,0.94
EX38 7DB,69.3,1.02
EX39 4AE,55.4,0.67
EX39 3EB,60.1,0.89
EX22 7TQ,49.1,0.85
EX19 8LB,56.2,0.93
EX39 5BP,52.1,0.95
EX37 9AW,65.7,0.95
EX21 5NF,48.9,0.83
EX39 5UZ,63.3,1.0
EX39 2DA,52.0,0.81
EX22 6ST,42.7,0.8
EX39 3RY,74.1,1.04
EX39 1UP,72.1,0.99
EX39 3PN,41.3,0.92
EX22 6FA,61.4,1.0
EX38 8AB,50.5,0.6
EX39 1LF,75.8,1.03
EX39 2DP,31.2,0.52
EX39 3FA,82.8,1.17
EX20 3EJ,38.5,0.61
EX22 6AG,47.5,0.82
EX39 5RX,19.0,0.6
EX38 7AD,78.2,1.05
EX22 7BJ,36.7,0.81
EX39 4DZ,68.9,0.97
EX38 8JE,52.8,0.82
EX22 6AY,43.4,0.7
EX39 2EQ,54.1,0.75
EX39 3JJ,48.4,0.63
EX21 5HB,36.8,0.77
EX39 1GZ,63.1,1.03
EX38 7ED,83.0,1.18
PL16 0JR,57.8,0.93
EX22 6JG,47.8,0.95
EX39 5TG,24.4,0.6
EX39 3HW,67.8,0.99
EX22 7NR,55.0,0.92
EX38 8PL,33.0,0.68
EX39 1HN,64.2,0.9
EX39 4AY,76.9,1.02
EX39 2ND,61.6,0.69
EX39 6AB,48.2,0.87
EX39 1XD,70.2,1.02
EX22 7QQ,41.7,0.68
EX39 6DW,39.0,0.66
EX38 8AW,57.6,0.75
EX39 2NJ,48.1,0.69
EX39 5ED,79.4,1.17
EX39 5EG,37.4,0.82
EX22 6DE,69.7,1.04
EX39 5AT,50.2,0.83
EX22 7UG,55.5,0.83
EX38 7DN,71.9,0.93
EX31 3PS,39.7,0.81
EX39 5TS,47.7,0.91
EX39 3DF,55.0,0.75
EX38 7DH,64.1,0.99
EX39 5PL,53.5,0.89
EX39 1DQ,67.3,1.01
EX39 5TA,26.0,0.59
EX21 5TJ,1.0,0.63
EX39 3FD,77.2,1.05
EX22 7AE,43.7,0.82
EX39 4PH,66.0,0.93
EX39 5RW,26.7,0.69
EX39 2DN,56.6,0.69
EX38 7JP,41.9,0.75
EX39 5TT,58.0,0.99
PL16 0JS,51.1,0.86
EX39 1TR,65.9,0.96
EX39 3HF,57.0,0.9
EX39 3SB,64.4,0.97
EX22 6GY,58.1,0.96
EX39 1ER,61.0,0.95
EX38 7HE,42.1,0.75
EX19 8PX,33.8,0.77
EX22 6BG,54.5,0.92
EX38 7HZ,41.5,0.8
EX39 1HW,66.2,0.9
EX39 1BE,56.3,0.84
EX37 9AY,52.5,0.82
EX39 3HZ,55.1,0.66
EX39 6BW,58.2,0.91
PL16 0JP,49.4,0.91
EX39 2AA,57.5,0.79
EX22 7ER,49.9,0.83
EX39 6BE,50.1,0.83
EX21 5XY,57.3,0.99
EX39 5PY,28.1,0.71
EX39 3HJ,53.9,0.92
EX22 7DQ,47.2,0.77
EX39 6BN,56.0,0.98
EX20 3DS,44.2,0.76
EX39 4PQ,63.9,0.9
EX38 8JD,43.6,0.76
EX31 3NA,47.0,0.87
EX22 6AZ,52.2,0.89
EX22 7NP,52.3,0.89
EX22 6QF,67.2,1.05
EX39 4RH,74.8,0.97
EX22 7RY,44.7,0.88
EX39 5LR,47.8,0.78
EX23 9PU,51.2,0.88
EX39 5RH,58.4,0.92
EX39 3BG,66.8,0.92
EX21 5UB,49.3,0.85
EX22 7RT,50.2,0.87
EX39 1XB,70.0,1.03
PL15 9RU,42.7,0.79
EX39 2RR,67.3,1.0
EX39 4DW,65.2,0.98
EX38 8AN,54.6,0.68
EX38 7JS,37.6,0.8
EX22 6NS,54.2,0.92
EX22 7TZ,44.5,0.75
EX39 4DY,66.1,0.95
EX22 7AB,49.8,0.83
EX39 3QS,66.6,1.0
EX39 3LB,70.2,0.89
EX39 5PJ,40.6,0.75
EX39 1AF,77.1,0.99
EX21 5DZ,47.9,0.84
EX20 3EH,26.3,0.48
EX22 6LX,56.0,0.82
EX39 5JU,55.7,0.95
EX38 7NB,66.2,1.0
EX21 5TQ,60.8,0.91
EX38 8LU,46.0,0.82
EX39 3BB,63.6,0.9
EX39 3JP,80.8,1.08
EX39 3TB,82.4,1.14
EX19 8PY,55.9,0.95
EX39 1BH,61.6,0.89
EX39 3GA,84.1,1.17
EX39 6BT,65.5,0.96
EX38 7DP,69.6,0.93
EX39 1AW,53.3,0.69
EX39 1FP,85.4,1.18
EX21 5UR,54.2,0.92
EX39 1EP,57.9,0.93
EX39 3BS,56.8,0.67
EX39 1GX,81.1,1.02
EX39 2RB,68.2,1.02
EX39 3AF,52.0,0.67
EX38 7BE,60.0,0.94
EX39 3PY,55.7,0.96
PL16 0JJ,43.9,0.82
EX39 2LL,63.2,0.86
EX39 3TN,83.8,1.16
EX22 6YA,52.0,0.89
EX21 5XU,51.1,0.82
EX21 5SD,53.3,0.9
EX39 2NW,57.8,0.76
EX39 2LS,52.2,0.74
EX22 7QL,30.5,0.47
EX39 3LD,57.4,0.83
EX38 7NS,66.1,0.97
EX22 6BE,41.0,0.67
EX39 1QB,57.0,0.86
EX39 1LU,60.6,0.7
EX19 8LS,37.7,0.65
EX39 1JG,55.7,0.8
EX39 1JX,87.0,1.12
EX21 5UH,50.0,0.88
EX39 1HD,71.0,0.97
EX39 1BS,57.7,0.68
EX39 6JA,58.5,0.97
EX22 6PF,71.1,0.99
EX39 4HF,76.8,0.96
EX38 7JQ,36.6,0.65
EX21 5TY,61.2,0.98
EX22 7NJ,49.3,0.77
EX39 4FD,79.4,1.08
EX39 1BU,54.5,0.75
EX39 5DH,47.1,0.87
EX39 3PT,63.6,1.01
EX39 3BW,63.3,0.65
EX39 1GW,80.5,1.06
EX39 1SZ,64.5,1.0
EX39 3HD,59.3,0.87
EX39 4QA,79.5,0.98
EX39 4EY,66.4,0.92
EX39 1UU,69.5,1.0
EX39 1UE,75.7,1.05
EX39 5TR,65.2,0.97
EX39 1LB,58.9,1.01
EX39 3BQ,68.5,0.93
EX39 2DJ,52.1,0.82
EX31 3LN,60.9,0.94
EX39 5LN,47.2,0.84
EX38 8BH,64.3,0.79
EX19 8HG,56.9,0.99
EX19 8JW,51.5,0.98
EX39 1LD,51.8,0.78
EX39 3PA,61.8,0.86
EX39 3AY,61.2,0.95
EX39 1BB,66.8,0.99
EX31 3LX,46.8,0.76
EX39 5AE,64.3,0.9
EX39 4DQ,61.9,0.93
EX22 6EB,46.3,0.73
EX38 7NE,64.6,0.92
EX39 6EP,48.9,0.95
EX39 1FF,85.8,1.18
EX21 5RU,44.6,0.79
EX22 6HP,47.0,0.82
EX38 8PE,58.8,0.99
EX39 1PW,46.2,0.58
EX39 3TD,82.5,1.14
PL16 0JT,41.0,0.76
EX38 8AS,56.8,0.89
EX39 5JA,47.1,0.79
EX39 1SA,49.6,0.51
EX39 1DG,63.8,0.95
EX39 5DU,26.6,0.65
EX39 1JH,50.8,0.79
EX39 5ET,31.6,0.66
EX39 2DR,60.6,0.78
EX38 8NW,40.8,0.89
EX38 8BT,60.6,0.74
EX39 6DQ,52.6,0.88
EX19 8TU,41.2,0.72
EX39 1EQ,62.1,0.85
EX22 7DU,72.5,1.04
EX39 1JN,55.8,0.77
EX39 5HZ,67.1,0.96
EX39 3HU,51.8,0.83
EX22 7PW,39.9,0.72
EX39 3QH,65.5,0.94
EX39 3AS,61.4,1.0
EX38 7AE,60.3,0.85
EX39 2AU,55.1,0.64
EX39 3JL,49.4,0.6
EX39 1TL,69.0,0.99
EX22 7JF,45.5,0.82
EX38 8PR,59.3,0.91
EX39 1DN,58.6,0.84
EX39 1GG,76.2,1.04
EX38 7JH,54.8,0.93
EX39 3EY,79.1,1.04
EX39 5DN,33.0,0.61
EX22 7YE,45.5,0.86
EX39 4AX,80.7,1.04
EX39 2BT,49.2,0.55
EX38 7DA,67.6,1.0
EX39 2EW,57.7,0.71
EX39 3BH,58.1,0.79
EX39 2DE,52.7,0.68
EX38 8BU,57.7,0.68
EX38 7BH,58.1,0.71
EX22 7BN,59.5,0.83
EX22 7RP,16.0,0.57
EX39 2RW,40.5,0.67
EX39 1UX,72.1,1.01
EX39 1HL,60.6,0.91
EX22 7DB,41.0,0.69
EX39 3FL,82.7,1.18
EX39 1XZ,69.0,1.01
EX21 5TW,44.3,0.89
EX18 7QD,40.8,0.87
EX39 5HS,63.8,0.97
EX39 3SL,82.0,1.15
EX22 6BJ,71.2,1.05
PL16 0JF,31.1,0.56
EX39 5JX,51.0,0.86
EX22 7EU,55.0,0.99
EX22 7TJ,55.6,0.91
EX22 6JX,43.0,0.87
EX39 1HA,68.4,0.96
EX39 6DU,49.1,0.81
EX39 1NZ,70.0,0.91
EX39 5SU,28.4,0.61
EX38 8EZ,51.6,0.65
EX39 5XS,71.3,1.04
EX22 6BQ,39.8,0.63
EX22 7BQ,49.1,0.87
EX22 6RB,40.9,0.77
EX39 4AT,61.3,0.84
EX22 6DB,49.8,0.89
EX39 4HH,78.5,1.09
EX22 6PW,63.2,0.89
EX22 6EN,72.4,1.15
EX21 5EU,53.3,0.94
EX39 5RJ,53.7,0.92
EX39 3BY,55.2,0.75
EX22 7BT,47.6,0.89
EX38 8QG,47.0,0.84
EX39 3RW,67.7,1.02
EX39 6EE,38.6,0.73
EX39 3FB,76.3,1.05
EX38 8JZ,55.5,0.74
EX39 3SA,67.6,0.99
EX39 1PZ,57.2,0.74
EX21 5XA,69.3,1.08
EX39 2QZ,58.0,0.84
EX37 9BD,70.7,0.99
EX39 5LT,49.9,0.74
EX22 7UJ,84.0,1.18
EX38 8HF,53.6,0.69
EX39 2NB,64.5,0.87
EX21 5HN,41.4,0.83
EX39 3FE,80.0,1.05
EX21 5QE,55.1,0.91
EX38 8LW,51.6,0.89
EX21 5XT,61.9,0.94
EX39 4FT,83.0,1.15
EX39 1TX,59.4,0.87
EX21 5QJ,66.3,0.99
EX39 1PN,51.7,0.63
EX21 5DR,85.8,1.18
EX39 2DG,54.5,0.63
EX22 6FJ,76.9,1.14
EX39 1JS,47.4,0.76
EX22 7JN,55.3,0.97
EX38 8ER,52.3,0.84
EX39 4DN,67.5,0.96
EX22 6NH,58.6,0.94
EX39 1BX,57.3,0.74
EX39 3RJ,68.6,1.02
EX39 5QW,42.4,0.83
EX22 6LS,58.2,0.95
EX22 7YG,49.9,0.94
EX39 4DX,75.4,1.04
EX39 3HB,61.3,0.85
EX19 8JG,68.8,0.97
EX39 2NH,56.3,0.65
EX39 5ST,33.0,0.6
EX39 1QD,61.0,0.85
EX39 2RL,64.4,0.89
EX39 1XN,69.0,1.0
EX39 1BR,69.9,0.94
EX39 5HQ,24.1,0.65
EX39 1HG,66.8,0.79
EX39 1FG,81.1,1.15
EX39 1PH,53.1,0.67
EX39 3AW,62.1,0.76
EX39 3NF,66.3,0.93
EX38 7AQ,71.3,0.98
EX18 7NA,52.1,0.9
EX39 1LE,71.8,0.96
EX37 9AN,67.6,1.0
EX39 5NY,53.6,0.95
EX38 7JN,44.4,0.78
EX39 2NP,77.9,0.97
EX18 7QE,44.4,0.8
EX39 6HR,63.6,0.99
EX22 7AG,40.5,0.77
EX38 7BN,56.6,0.68
EX38 8NH,58.5,0.98
EX39 6HT,59.7,1.01
EX38 8DQ,38.0,0.45
EX39 2NQ,57.8,0.69
EX19 8HS,57.6,0.96
EX39 4PU,65.3,0.98
EX38 8EX,64.8,0.93
EX39 5TB,20.8,0.51
EX22 7TR,49.4,0.86
EX39 3BU,49.5,0.69
EX31 3QJ,66.0,1.02
EX39 1PJ,43.2,0.66
EX39 1HX,58.7,0.77
EX19 8JH,47.5,0.87
EX39 3LP,56.9,0.72
EX39 5JP,41.9,0.73
EX22 6JZ,54.8,0.92
EX39 1FB,71.7,1.01
EX39 5BL,36.4,0.73
EX39 3RR,71.0,1.02
EX21 5XX,58.8,0.92
EX22 6DQ,50.4,0.89
EX39 6AA,53.1,0.89
EX39 5QA,35.7,0.73
EX22 7EH,41.3,0.8
EX39 1EZ,58.8,0.96
EX38 7DR,82.3,1.17
EX22 6EF,51.4,0.88
EX38 7BX,59.6,0.92
EX22 7PX,42.0,0.76
EX19 8AJ,79.2,1.17
EX22 7NT,38.5,0.77
EX39 1UG,45.7,0.91
EX39 5AL,80.4,1.02
EX21 5QT,49.3,0.84
EX38 7JA,55.7,0.9
EX38 7ER,60.0,0.81
EX39 5QD,45.8,0.8
EX39 6HG,46.9,0.87
EX22 6EX,64.3,0.99
EX37 9AP,74.8,1.06
EX18 7PP,55.6,0.97
EX39 2BN,43.6,0.64
EX39 3NJ,55.4,0.79
EX39 1RB,64.2,0.94
EX19 8LT,48.9,0.76
EX38 7BG,60.8,0.81
EX39 5TJ,25.4,0.57
EX22 6BZ,63.5,0.98
EX22 6NA,48.2,0.76
EX39 5HT,55.5,0.73
EX39 2DY,52.7,0.69
EX22 7JT,43.9,0.85
EX22 6NQ,44.1,0.83
EX22 7SZ,47.9,0.82
EX39 1DW,48.8,0.69
EX21 5JS,47.9,0.92
EX39 3FY,82.9,1.16
EX21 5NY,68.0,1.01
EX21 5NE,37.5,0.78
EX39 5QE,59.3,0.97
EX38 8DY,47.7,0.69
EX39 1LP,58.5,0.91
EX39 3PU,64.4,0.81
EX19 8QL,47.8,0.84
EX20 3PQ,70.9,1.04
EX39 2DT,77.4,1.04
EX39 3DS,62.4,0.89
EX39 3FJ,85.8,1.16
EX39 3HE,53.8,0.88
EX39 5DZ,37.2,0.68
EX22 6QN,51.9,0.86
EX38 8BX,51.0,0.66
EX22 6PP,58.0,0.93
EX39 6JB,75.1,1.13
EX22 6RR,39.0,0.81
EX19 8TP,43.6,0.79
EX37 9BY,71.4,1.04
EX39 1SD,62.7,0.88
EX38 8HS,43.9,0.7
EX39 6DN,35.4,0.68
EX39 3QX,66.4,0.99
EX39 1RY,57.0,0.69
EX39 1EN,67.8,0.92
EX22 7RZ,41.3,0.68
PL16 0ES,43.5,0.86
EX31 3LB,36.0,0.97
EX21 5XG,41.4,0.74
EX39 6BB,47.7,0.97
EX39 3DJ,59.1,0.8
EX39 6HW,47.7,0.8
EX22 6LR,55.2,0.91
EX39 5DA,56.9,0.86
EX38 8HN,50.1,0.69
EX39 2DH,55.8,0.74
EX39 1NA,79.8,0.99
EX39 1BZ,57.4,0.87
EX38 8PB,59.5,0.97
EX37 9BB,53.2,0.78
PL15 9RY,43.6,0.81
EX39 1UD,73.4,1.03
EX38 7HH,67.7,0.97
EX39 3QE,65.2,0.94
EX39 4DA,63.0,0.92
EX38 8QU,59.8,0.93
EX39 4QL,66.5,0.92
EX39 1FH,87.9,1.18
EX19 8LR,47.1,0.73
EX39 2AN,54.3,0.68
EX19 8JX,76.4,1.08
EX19 8QX,63.8,0.98
EX38 8QD,41.0,0.67
EX39 4EZ,65.4,0.9
EX39 2QR,54.9,0.67
EX19 8JA,22.0,0.53
EX39 5XY,68.6,1.02
EX39 5JF,68.5,0.94
EX19 8UD,67.5,1.04
EX39 3BN,58.7,0.68
EX39 3JQ,59.4,0.8
EX39 4RS,74.0,1.03
EX39 3RE,75.5,1.06
EX39 5TF,19.3,0.49
EX22 7EQ,39.1,0.79
EX39 3AP,59.7,0.7
EX39 5DY,31.2,0.61
EX39 2EF,51.0,0.68
EX21 5PJ,38.8,0.87
EX39 3JA,52.0,0.87
EX22 6GZ,65.8,1.02
EX39 1HE,73.1,1.01
EX39 1AE,38.0,0.72
EX38 8BQ,83.8,1.18
EX39 1BJ,62.2,0.87
EX39 5RY,40.2,0.65
EX39 4HB,68.5,0.82
EX39 2QN,64.2,0.91
EX31 3LW,50.3,0.86
EX39 6HD,50.1,0.87
EX22 6LQ,58.0,0.9
EX39 3LA,50.0,0.73
EX22 6DL,37.6,0.58
EX19 8LQ,31.5,0.76
EX38 8NL,54.2,0.91
EX39 5XT,76.3,1.01
EX38 7AB,76.8,1.05
EX39 1AB,59.6,0.99
EX18 7PA,58.0,0.99
EX39 1HQ,58.5,0.89
EX39 5PZ,75.2,0.86
EX39 5QF,54.3,0.94
EX39 5AJ,78.8,1.02
EX38 7HY,43.1,0.74
EX39 3LF,56.8,0.78
EX22 7UZ,54.3,0.91
EX39 5RA,38.1,0.92
EX39 3AQ,53.7,0.7
EX22 7SF,63.0,1.01
PL15 9SS,50.3,0.89
EX39 3TG,82.8,1.17
EX39 4FJ,79.9,1.08
EX39 4HL,78.1,1.06
EX39 4EG,56.3,0.68
EX38 7LG,69.0,1.01
EX38 7BR,81.3,1.16
EX39 4QX,41.3,0.76
EX20 3DZ,46.5,0.72
EX38 7AF,71.5,1.0
EX39 3LW,59.9,0.99
EX38 7DF,69.8,1.01
EX38 8AL,53.0,0.66
EX39 5QP,55.1,0.9
EX38 7AS,80.9,1.1
EX39 5EZ,52.8,0.99
PL15 9RQ,45.5,0.78
EX37 9DT,70.7,1.03
EX22 7XJ,51.7,0.68
EX39 1BQ,53.7,0.78
EX39 1UY,73.8,1.02
EX39 2RY,73.0,1.0
EX19 8EY,47.2,0.82
EX31 3LP,57.1,0.87
EX39 1LT,59.9,0.9
EX22 7UE,48.2,0.93
EX21 5SE,55.8,0.9
EX39 3RH,66.2,1.0
EX39 5SA,56.6,0.87
EX39 6AR,53.9,0.91
EX22 6HB,46.2,0.73
EX39 3JW,58.0,0.72
EX39 2QY,56.5,0.84
EX19 8QU,46.8,0.86
EX39 5HY,79.1,1.16
EX38 7NZ,68.5,0.98
EX39 6EN,55.4,0.92
EX20 3EA,40.5,0.69
EX39 4FH,77.5,1.08
EX21 5EY,51.6,0.82
EX18 7LH,73.6,1.05
EX39 1RJ,55.7,0.72
EX39 3FZ,83.3,1.16
EX22 6EJ,49.5,0.72
EX39 2HW,57.5,0.63
EX37 9BL,52.3,0.95
EX19 8QT,53.2,0.89
EX39 3AU,61.6,0.94
EX39 3LJ,60.0,0.86
EX39 3LX,58.2,0.92
EX22 7NH,58.7,0.92
EX39 3DR,59.8,0.75
EX19 8AL,95.5,1.19
EX39 2QT,74.0,1.0
EX19 8HF,48.4,0.97
EX39 2BP,41.0,0.52
EX21 5QG,56.6,0.88
EX39 1XF,69.4,1.01
EX39 5JL,40.8,0.8
EX21 5HX,35.8,0.82
EX18 7PL,52.2,0.8
EX39 3DT,67.8,0.94
EX39 5HN,54.7,0.93
EX39 3PF,72.1,0.84
EX39 3DQ,75.1,1.08
EX39 1SF,63.7,1.01
EX22 7TA,45.7,0.78
EX39 3NN,56.9,0.87
EX22 7XD,44.3,0.77
EX21 5JL,26.8,0.76
EX39 3QG,57.6,0.96
EX39 1PS,51.8,0.61
EX22 7DH,54.0,0.89
EX39 5DJ,55.2,0.78
EX39 2RZ,72.7,1.0
EX39 3AZ,62.0,0.95
EX39 5XX,73.9,1.01
EX39 3FT,83.2,1.17
PL15 9SE,39.9,0.78
EX22 6GA,69.8,1.0
EX39 6DL,47.5,0.79
EX39 3RF,63.0,0.96
EX38 8EP,62.1,0.81
EX39 4AL,59.8,0.9
EX19 8UA,53.4,0.92
EX39 5ND,48.7,0.86
EX39 3LH,60.8,0.87
EX39 2QD,66.0,0.91
EX39 3RZ,73.9,1.05
EX39 5LJ,52.6,0.98
EX39 3EG,66.1,0.95
EX39 5TQ,23.5,0.53
EX39 1BL,68.0,0.95
EX22 7JJ,38.9,0.79
