district,epc,hpr
RH13,62.8,0.91
RH12,67.7,0.95
RH20,62.5,0.91
BN44,60.9,0.86
RH14,69.5,0.99
BN5,63.5,0.91
RH11,70.4,1.02
BN43,55.3,0.84
BN18,50.2,0.85
RH17,41.4,0.7
BN6,54.4,0.86
RH5,32.8,0.7
