sector,epc,hpr,lat,long
GL54 5,59.9,0.84,-1.9496956527331188,51.95291115112543
GL52 7,78.3,1.08,-2.086343025641025,51.95177294871797
GL3 4,71.9,1.01,-2.160110205056179,51.84468498033704
GL52 8,70.0,0.99,-2.0616406428571423,51.94584218027215
GL20 7,69.2,0.98,-2.112517216867468,52.00732282730923
GL3 1,67.8,0.97,-2.198009051428573,51.88789603428571
GL20 5,63.6,0.86,-2.1546675017421624,51.99158816724741
GL2 8,63.0,0.94,-2.309799357142857,51.875867337662335
GL20 6,52.2,0.88,-2.175359915094339,52.02554318867926
GL3 2,62.6,0.91,-2.1755816313364043,51.88074407373269
GL20 8,64.8,0.92,-2.1089080955631405,52.00117195563144
GL19 4,52.8,0.84,-2.224076303571428,51.95730161904761
GL51 4,62.4,0.89,-2.1180529864864868,51.86620278378378
GL51 9,65.3,0.95,-2.096183227678571,51.91561705803571
GL2 9,70.1,1.01,-2.225430905737705,51.889706340163926
GL3 3,66.0,0.96,-2.187052749999999,51.85542881140353
GL52 3,70.6,0.99,-2.052577627659573,51.91707261170215
GL52 9,63.9,0.93,-2.048242481132076,51.952242424528286
GL19 3,52.5,0.87,-2.342802492957746,51.937423553990605
WR12 7,49.6,0.71,-1.8707588292682924,52.041337926829286
WR11 7,47.2,0.82,-1.90212962704918,52.07665146311477
GL52 5,77.3,1.06,-2.048410111111112,51.90646894222225
GL53 9,53.7,0.78,-2.0632837988505743,51.86455412643679
GL51 0,62.9,0.91,-2.1198291812688828,51.908154673716
GL54 4,54.0,0.91,-1.9488141500000005,51.84899297142857
GL56 9,39.3,0.58,-1.73023914,52.01327824000002
GL51 6,66.5,0.89,-2.1205280948616587,51.89117787747036
GL3 5,84.5,1.18,-2.144311,51.849188000000005
LE2 4,88.3,1.18,-1.0659001891891895,52.59654911711715
GL54 3,43.2,0.6,-1.825879492307692,51.83405049230768
GL53 0,81.7,1.13,-2.0830422934782598,51.880303054347856
WR8 9,52.5,0.62,-2.157150605504588,52.094335486238535
GL3 0,70.0,0.73,nan,nan
