postcode,epc,hpr
GL54 5PL,59.8,0.99
GL52 7YU,86.8,1.16
GL54 5BG,57.0,0.72
GL3 4WD,86.9,1.18
GL3 4LY,65.5,0.94
GL52 7WD,68.9,0.99
GL54 5HN,63.6,0.95
GL52 8GF,91.9,1.19
GL20 7RG,66.0,1.01
GL3 1LT,64.4,0.96
GL20 5FE,68.3,0.98
GL2 8HQ,55.5,0.94
GL54 5EP,59.9,0.86
GL52 8UT,67.5,0.97
GL52 7ZJ,86.4,1.16
GL3 4RJ,80.8,1.1
GL20 7SU,70.0,1.01
GL20 6DB,47.6,0.73
GL52 8AR,63.3,0.88
GL52 8NQ,64.5,0.97
GL3 2QE,63.3,0.91
GL20 8LG,81.3,1.05
GL54 5LX,51.4,0.56
GL20 8WH,84.1,1.17
GL20 8DS,45.0,0.79
GL20 6EF,55.2,0.79
GL20 8TQ,67.6,0.96
GL19 4JR,42.2,0.96
GL51 4TG,56.8,0.88
GL51 9SN,59.9,0.92
GL3 2BW,61.1,0.85
GL2 8DW,50.5,0.73
GL3 4GS,79.3,1.12
GL20 5HX,58.1,0.82
GL52 8DX,70.7,0.96
GL20 8EP,67.0,0.96
GL2 9AN,61.2,0.95
GL2 9BU,60.8,0.96
GL3 2LW,55.3,0.82
GL3 3SH,64.2,0.92
GL54 5QU,58.5,0.89
GL3 4SF,80.8,1.1
GL3 1BN,61.7,0.86
GL20 8DZ,66.0,1.0
GL54 5DQ,65.3,0.98
GL3 2HH,60.4,0.91
GL54 5AB,57.0,0.89
GL54 5EL,68.5,0.93
GL2 8JH,59.5,0.86
GL52 8HR,79.3,1.12
GL52 3HU,84.2,1.18
GL19 4DQ,54.2,0.84
GL51 4SU,69.6,0.91
GL3 4FY,81.3,1.14
GL20 8SN,53.5,0.94
GL52 8EP,80.4,1.14
GL20 5JB,73.6,0.97
GL2 9NE,80.6,1.11
GL20 5LZ,62.0,1.02
GL20 5PR,58.9,0.71
GL19 4EU,52.7,0.88
GL3 4FS,79.3,1.1
GL20 5TY,65.1,0.87
GL20 5EX,61.5,0.89
GL52 9HG,77.5,1.05
GL20 5JQ,70.2,0.93
GL3 2NT,63.0,0.95
GL3 2EU,59.2,0.86
GL3 1AU,61.7,0.88
GL3 2EP,55.7,0.94
GL54 5PS,51.9,0.6
GL20 5TU,56.5,0.8
GL3 4SH,80.9,1.11
GL52 8NY,69.8,0.92
GL52 7SL,84.1,1.18
GL54 5LS,58.2,0.65
GL20 5DH,65.2,0.96
GL20 7RJ,66.7,0.99
GL2 9NP,44.6,0.82
GL3 3TB,69.6,1.02
GL2 8EQ,65.2,0.91
GL54 5TA,48.9,0.8
GL3 1DD,58.2,0.88
GL2 8FF,100.9,1.2
GL3 3ST,58.7,0.95
GL54 5YG,62.5,0.98
GL3 2SP,58.2,0.9
GL20 7TA,77.3,1.06
GL20 8QT,71.2,0.88
GL52 7SA,88.5,1.18
GL52 3PX,61.4,0.86
GL2 8JG,57.3,0.86
GL20 8NT,66.0,0.96
GL20 5RZ,46.6,0.56
GL54 5JL,55.2,0.86
GL19 3DH,64.5,1.02
GL3 4GY,79.5,1.14
GL19 4JT,77.9,1.16
GL3 2BB,80.7,1.1
GL2 9NZ,48.9,0.84
GL3 3SJ,80.9,1.12
GL52 8HJ,54.5,0.77
GL54 5QG,62.2,0.92
GL3 2RW,67.7,0.99
GL54 5YT,55.9,0.79
GL3 4EJ,62.6,0.84
GL54 5LA,58.6,0.9
GL3 4ZD,80.8,1.17
GL2 8JJ,52.2,0.82
GL3 1LD,71.5,0.87
GL20 5EN,57.7,0.87
GL20 5LN,63.0,0.7
GL54 5QD,57.7,0.88
GL3 4SE,80.3,1.1
