district,epc,hpr
GL54,59.8,0.84
GL52,70.7,1.0
GL3,68.5,0.98
GL20,64.4,0.91
GL2,67.5,0.99
GL19,52.8,0.84
GL51,63.3,0.91
WR12,49.6,0.71
WR11,47.2,0.82
GL53,72.1,1.01
GL56,39.3,0.58
LE2,88.3,1.18
WR8,52.5,0.62
