postcode,epc,hpr
B90 2FD,83.8,1.14
B92 7NH,68.0,0.9
B93 0FG,84.7,1.18
B37 5LF,68.9,0.96
B92 7HW,69.0,0.94
B37 7LH,63.4,0.8
B93 8UA,63.0,0.97
CV7 7NT,63.8,0.9
B37 6RX,70.5,0.86
B90 3BL,84.1,1.09
B92 8BF,70.9,1.01
B91 1SH,61.6,0.91
B37 7PE,62.7,0.85
B92 0HA,60.9,0.98
B91 3TL,67.0,1.03
B92 8DE,53.1,0.64
B90 8DN,84.3,1.18
B37 6AN,59.0,0.85
B37 5ED,65.8,0.84
B90 4YF,65.4,0.96
B92 8QP,64.7,0.8
B91 2JN,78.2,1.03
B92 0EX,67.8,0.97
B92 9JZ,58.7,0.82
B92 9BD,58.9,0.7
B90 3PA,48.4,0.71
B90 1SS,72.5,1.0
B37 6AZ,62.7,0.96
B90 1HX,62.7,0.88
B92 8DG,50.5,0.69
CV7 7RG,64.3,0.96
CV7 7QE,65.6,0.97
B92 8LA,58.5,0.81
CV7 7ES,68.0,0.95
B91 2NG,79.9,1.03
B90 3JW,53.8,0.69
B36 0NJ,63.9,0.8
B92 0DD,68.2,1.02
B90 1QS,56.5,0.67
B37 5QH,74.4,0.83
B90 3RH,62.8,0.89
B91 3HP,60.8,0.93
B90 1EY,58.9,0.73
B90 4TH,62.4,0.9
B36 0UL,76.2,0.95
B37 6RL,63.4,0.86
B37 7RJ,69.4,0.92
B90 4BX,51.9,0.7
B92 7BT,47.3,0.8
B36 0PG,67.5,0.84
B92 0PQ,67.9,1.01
B92 8BL,56.8,0.76
B90 4PX,57.4,0.78
B91 1SP,60.9,0.84
B90 4BF,80.2,1.01
B91 2AS,54.2,0.84
B36 0PD,66.4,0.84
B90 2QN,59.7,0.87
B36 9TA,64.1,0.94
B92 7AA,71.8,0.95
B37 7JX,68.5,0.91
B36 0TW,77.1,1.04
B90 1HF,62.9,0.81
B90 3JF,58.8,0.69
B92 8DT,72.4,0.98
B91 1QG,57.8,0.78
B90 2AH,53.8,0.68
B93 8EX,81.2,1.01
B91 2QA,47.7,0.69
CV7 7LW,58.5,0.8
B37 6HG,60.4,0.79
B91 2HJ,63.3,0.82
B90 2JT,56.7,0.67
B37 5DQ,65.3,0.78
B90 4RQ,61.2,0.79
B36 0PZ,72.1,0.88
B37 7SW,82.8,1.07
B91 2RQ,56.1,0.7
B90 2DW,57.9,0.72
B36 9DY,63.4,0.89
B90 1TZ,68.8,0.99
B91 2QB,64.7,0.85
B36 0SD,63.2,0.77
B90 4EQ,60.2,0.8
B93 8SL,61.9,0.96
B90 1AF,67.5,0.97
B37 5JA,71.6,0.91
B91 3DP,62.6,0.87
CV7 7GN,56.8,0.92
B93 9BA,51.6,0.84
B93 0NP,58.4,0.89
B91 3JR,60.5,0.87
B90 3EH,55.7,0.67
B93 9AX,52.1,0.84
B37 7RW,63.1,0.93
B36 0BD,81.4,1.09
B91 2UB,63.1,0.9
B37 6NP,58.0,0.8
B37 6SH,65.8,0.86
B90 1AG,63.8,0.82
B92 0PR,61.1,0.95
B91 2RJ,66.9,0.93
B90 2AA,58.3,0.77
B91 3GP,64.9,1.01
B90 3PU,62.6,0.88
B36 0SP,82.1,1.08
B93 8LD,62.3,0.91
B90 1SR,69.7,0.96
B90 4UF,66.1,0.97
B37 5RL,64.0,0.75
B36 0AB,68.8,0.83
B36 9ND,64.8,0.87
B92 9HP,59.8,0.72
B37 7NL,68.0,0.89
B92 9JF,60.3,0.84
B37 6HB,71.2,0.85
B92 0BX,83.8,1.11
B93 9EX,67.9,0.99
B92 7PL,56.6,0.75
B37 7GS,74.8,1.04
B90 2ET,51.3,0.71
B91 1TS,58.2,0.68
B92 8SF,66.8,0.86
B36 9TT,65.9,0.97
B90 2EJ,68.0,0.87
B37 7WA,84.4,1.1
B92 9DQ,47.7,0.63
B91 1QH,57.7,0.79
B37 6HX,61.7,0.79
B90 2DP,55.1,0.68
B91 3GE,60.8,0.95
B92 9PP,64.3,0.87
B91 1PT,82.8,1.1
B93 9NX,61.1,0.95
B37 5QS,63.0,0.75
B37 7RF,83.9,1.07
B92 0LX,45.3,0.65
B37 5JL,67.1,0.81
B91 2RF,59.2,0.72
B92 7NU,55.3,0.75
B93 9QG,63.0,0.97
B93 0EU,67.0,0.92
B90 1PB,74.9,1.02
B36 9NR,66.2,0.92
CV7 7GD,55.8,0.8
B93 8EF,62.8,0.9
B92 9AJ,58.0,0.68
B90 2AP,58.0,0.85
B92 7PS,50.7,0.68
B90 8BY,83.6,1.13
B90 2BX,67.4,1.01
B90 1UD,82.5,1.01
B93 8HL,63.7,0.98
B37 7QH,66.4,0.84
CV7 7UT,73.8,1.0
B91 3LS,61.4,0.84
B91 3TN,66.0,1.03
B92 8BX,65.9,0.77
B92 8AA,54.8,0.67
B91 3FW,64.6,0.96
B92 8HB,53.0,0.68
B91 3SB,39.5,0.59
B91 2EH,60.2,0.91
B37 6UE,64.5,0.87
B93 0PD,75.2,1.07
B93 0AT,56.9,0.81
B92 7JU,69.0,1.04
B90 3NW,54.3,0.69
B91 1AE,40.5,0.53
B37 6ED,71.3,0.87
B90 1SD,70.8,0.94
B91 1JE,74.8,1.06
B93 0JP,56.2,0.86
B90 3NP,46.1,0.81
B36 0QP,72.1,0.97
B91 1TE,73.4,0.97
B90 1SP,74.2,0.99
B91 1AD,57.6,0.85
B93 8SR,63.6,1.01
B37 7WE,83.6,1.18
B37 7TB,80.5,1.06
B91 1JG,65.2,0.99
B93 9PB,59.9,0.88
B91 2DZ,52.1,0.82
B90 3BB,48.3,0.72
B90 2EH,48.5,0.66
B90 1QY,48.5,0.63
CV7 7AN,44.8,0.72
B27 7AJ,64.6,0.81
B90 1NS,62.1,0.79
B36 9EA,58.0,0.86
B93 9JT,67.2,0.89
B36 0SX,63.9,0.87
B92 8NX,65.5,1.0
B90 4AH,58.2,0.87
B93 8NA,85.2,1.12
B90 1FQ,83.2,1.17
B36 0JP,61.8,0.86
B90 4AZ,79.3,1.03
B37 7UT,69.5,0.85
B91 1NR,58.4,0.81
B37 6NY,62.2,0.82
B92 7HX,63.9,0.99
B93 9HR,53.6,0.72
B92 9PW,62.8,0.85
B90 3DE,61.6,0.81
CV7 7JB,84.0,1.16
B37 7PF,64.7,0.92
B91 3FR,63.7,0.98
B92 9HB,62.4,0.82
B91 3DN,73.7,1.01
CV7 7GP,60.4,0.95
B91 1SS,42.7,0.74
B90 4TX,67.1,0.94
B36 0ST,67.9,0.86
B92 9DD,50.0,0.68
B93 9PP,62.6,0.97
B91 2DW,53.9,0.79
B90 4NN,75.9,1.01
B37 6BB,60.7,0.6
B93 8UB,63.9,1.01
B90 3AH,68.3,0.91
B92 8RN,56.5,0.67
B90 1QT,67.1,0.95
B37 5PA,63.9,0.81
CV4 9GP,59.2,0.82
B92 7PX,57.4,0.8
B92 9HN,61.4,0.82
B93 8UH,59.4,0.92
B37 7GL,76.6,1.03
B90 1QL,66.4,0.98
B92 7BH,52.9,0.69
B93 0LL,82.9,1.12
B37 6RZ,64.9,0.81
B92 0PU,65.3,0.96
B91 2UE,58.3,0.74
B90 3LB,62.0,0.86
B36 0DN,53.0,0.68
B90 3DY,54.0,0.66
B92 8JP,43.2,0.7
B90 2EP,61.5,0.8
B36 0PL,60.6,0.75
B90 2RX,65.4,0.96
B90 1BZ,82.4,1.14
B36 0AN,57.8,0.81
B91 1RT,84.0,1.15
B91 2RS,55.2,0.8
B92 8LP,62.4,0.86
B37 5PD,62.9,0.73
B92 7NY,52.1,0.69
B92 9PA,62.5,0.64
B90 1ER,80.4,1.13
B91 2SP,70.8,0.99
B36 9EJ,65.3,0.89
B36 0HD,51.7,0.64
B90 2BY,61.5,0.82
B37 7HT,49.8,0.72
B90 4FD,84.3,1.15
CV7 7EZ,57.5,0.8
CV7 7NG,59.2,0.85
B92 7PT,51.2,0.65
B36 0ES,52.8,0.68
B91 2DN,56.0,0.83
B92 9AD,50.2,0.71
B90 2JP,57.6,0.75
B90 4AW,46.3,0.8
B37 7NG,70.1,0.9
B37 6JD,64.0,0.85
B91 2RP,54.8,0.7
B91 1DG,62.1,0.88
B92 8TL,64.1,0.97
B36 9HP,61.7,0.93
B36 0TA,65.3,0.91
B90 3EP,62.4,0.75
B90 1BS,55.3,0.81
B93 0QA,59.8,0.87
B36 9BP,64.6,0.96
B92 7DX,52.4,0.64
B92 7PW,56.0,0.73
B90 3DQ,68.6,0.89
B36 0HH,51.8,0.69
B37 7RN,63.9,0.92
B90 1JN,55.7,0.82
B92 8BY,66.5,0.79
CV7 7GR,60.8,0.86
B37 5FF,84.3,1.18
B90 2LQ,58.9,0.83
B92 9EX,60.9,0.87
CV7 7PS,67.2,0.97
B91 1TY,41.4,0.75
B36 0RX,72.1,0.92
B92 7AE,54.9,0.73
B37 7PU,63.1,0.77
B90 4QT,68.3,0.96
B90 4DP,60.7,0.81
B92 0BD,54.4,0.81
B91 3DB,75.2,1.05
B90 4PY,65.0,0.89
B92 8DN,54.1,0.69
B92 8JR,58.3,0.68
B92 9HH,64.0,0.8
B90 1UE,81.0,1.01
B92 7LS,63.9,0.87
B91 3NA,66.1,0.89
B91 1SU,74.0,0.99
B90 4YW,64.0,0.96
B92 7RE,60.8,0.85
