district,epc,hpr
B61,63.6,0.89
DY9,58.8,0.84
B45,63.7,0.89
B60,65.0,0.92
B97,75.2,1.07
B38,72.1,1.03
B48,61.1,0.87
B90,59.2,0.82
B47,63.2,0.88
B62,57.0,0.85
B63,69.0,0.98
DY8,61.8,0.85
B32,68.6,0.99
B98,65.1,0.94
B14,48.4,0.64
B31,52.8,0.7
DY10,57.0,0.89
