district,epc,hpr
DN32,59.9,0.76
DN35,59.6,0.79
DN37,63.7,0.91
DN33,66.0,0.93
DN34,61.9,0.87
DN40,63.6,0.89
DN36,66.7,0.98
DN31,59.9,0.77
DN41,67.2,0.97
LN8,30.8,0.63
DN3,83.0,1.0
LN7,55.0,0.92
L19,76.0,1.08
