district,epc,hpr
SO32,66.6,0.96
SO23,66.3,0.88
SO24,60.4,0.89
SO21,61.9,0.91
SO22,68.5,0.94
PO7,70.8,1.02
PO17,64.1,0.92
PO15,74.9,1.05
GU32,48.3,0.81
SO30,73.3,1.03
SO50,53.2,0.82
SO53,56.9,0.84
SO51,44.7,0.72
PO8,47.3,0.86
SO20,64.0,1.03
