outcode,epc,hpr,lat,long
NR20,59.6,0.93,52.7232899,0.9810289
IP24,65.8,0.93,52.419832,0.757916
NR19,64.2,0.94,52.6751626,0.9300324
NR17,65.4,0.97,52.5153469,0.9944934
NR16,57.8,0.9,52.4735481,1.0538628
IP25,66.0,0.97,52.5865973,0.8391576
PE37,66.5,0.96,52.6410311,0.6995141
IP27,53.7,0.91,52.4302192,0.5819065
PE32,54.2,0.89,52.7278429,0.6349892
IP22,53.0,0.86,52.3759592,1.0527441
NR9,58.2,0.91,52.6336604,1.1078046
IP26,56.2,0.89,52.5074578,0.5727044
NR21,54.9,0.89,52.8414338,0.8522567
PE33,52.8,0.86,52.6459805,0.4658335
