sector,epc,hpr,lat,long
M33 5,61.4,0.86,-2.3477760000000005,53.42598479928313
M32 0,64.5,0.85,-2.3018296724137945,53.45402870344834
M33 6,59.4,0.81,-2.330687142857144,53.42728069230768
WA14 2,62.2,0.8,-2.355551414529915,53.381035474358974
WA15 6,60.9,0.85,-2.32851148770492,53.400664602459024
WA15 9,55.4,0.7,-2.340938588541667,53.37787261979164
M33 7,63.2,0.81,-2.321727937823834,53.42601780310878
M16 0,68.4,0.93,-2.2772367061611383,53.45440755450237
M33 3,60.4,0.81,-2.316125010000001,53.41577870333337
M33 2,63.2,0.87,-2.3006992165605107,53.42092792993634
M33 4,63.1,0.89,-2.3461143713235297,53.41351173161763
M41 8,62.0,0.86,-2.3878533580246915,53.45482642592592
WA15 8,62.5,0.86,-2.3231966614173207,53.37907867716535
WA14 4,65.6,0.89,-2.366857687999999,53.390278564
WA14 1,63.7,0.87,-2.3483783187499987,53.39201627500006
WA14 5,67.1,0.93,-2.3624467472924198,53.40200007220215
M41 5,59.5,0.8,-2.368898964497042,53.450342786982254
M41 9,61.9,0.83,-2.3486719680365304,53.44604559360734
M41 7,62.0,0.86,-2.3575304413793114,53.45961688275858
WA14 3,61.7,0.86,-2.3670131594202903,53.37041540096616
M32 9,61.7,0.85,-2.32406981042654,53.449831549763054
WA15 0,58.8,0.84,-2.319679540106951,53.36464594652405
M41 0,62.3,0.85,-2.3477131756756746,53.4535027162162
WA15 7,64.6,0.89,-2.317319847517729,53.39262384397167
M41 6,61.5,0.85,-2.387163540372671,53.44474355279505
M32 8,61.3,0.81,-2.304826368421052,53.447008725146176
M31 4,66.7,0.94,-2.4238417653846165,53.41940329615386
M16 9,62.4,0.82,-2.268278742990654,53.46003064018692
M23 9,67.5,0.89,-2.301868987551868,53.40121831120331
M15 4,74.6,0.96,-2.258424640449437,53.46987001872657
M16 7,60.3,0.77,-2.256014831632653,53.45738860204081
WA13 9,47.6,0.77,-2.4651972571428598,53.38810185306125
M15 5,74.0,0.95,-2.2520879156626505,53.46534182530118
M17 1,82.9,1.06,-2.313383056737588,53.46832330496457
M16 6,74.0,1.05,-2.262773000000001,53.45733146153847
WA15 2,38.0,0.57,nan,nan
M17 8,70.0,1.04,-2.3494375,53.46604115384616
