sector,epc,hpr,lat,long
B33 0,63.7,0.85,-1.7713035874999992,52.47518522916667
B24 8,57.1,0.73,-1.8432713441558448,52.51280390909088
B9 4,63.6,0.82,-1.8690942030075184,52.47772651879702
B20 2,59.2,0.77,-1.92304606153846,52.514370338461546
B36 8,57.9,0.75,-1.811026224489795,52.50325250510205
B31 1,63.9,0.86,-1.980041172727273,52.42307046818178
B73 6,58.4,0.82,-1.8485131638655463,52.55811391176471
B15 2,71.5,0.92,-1.917339322727272,52.46308639545455
B23 5,65.4,0.88,-1.8532816470588225,52.53650090522876
B31 5,64.8,0.87,-1.990559868131868,52.408866923076886
B21 9,55.0,0.66,-1.934206419354839,52.5070778451613
B4 6,77.6,1.01,-1.895518009708738,52.48502833009709
B23 7,59.3,0.78,-1.865434724637682,52.5225349347826
B29 7,58.9,0.7,-1.921104196629213,52.44156470786514
B27 6,58.0,0.75,-1.81900153968254,52.45025499470904
B76 1,61.9,0.9,-1.7978399557195572,52.54107820295205
B31 2,66.4,0.89,-1.969118628070176,52.41054884912278
B30 1,61.1,0.8,-1.9424712580645165,52.42229544700461
B18 5,64.1,0.83,-1.9244397033898304,52.49499007627119
B8 2,56.9,0.7,-1.829619063063063,52.49439772072075
B28 9,57.5,0.76,-1.835743362416108,52.42806038926175
B19 2,67.1,0.86,-1.90303921875,52.49828390625
B16 0,58.9,0.72,-1.9433635064935064,52.48231206493507
B17 0,60.2,0.78,-1.954884229591836,52.45280617346937
B16 9,60.5,0.75,-1.939288809859156,52.474442880281686
B8 3,58.3,0.7,-1.8414915925925943,52.48814013756611
B29 6,62.8,0.77,-1.9405194015748035,52.43990837007875
B23 6,58.6,0.77,-1.8467869907834096,52.52531439631336
B1 1,74.7,0.98,-1.904215347457628,52.47557542372882
B21 0,56.5,0.69,-1.9447958719512188,52.50357403658537
B14 6,61.1,0.83,-1.9021836486486488,52.42123712972974
B32 3,62.7,0.85,-1.994819614035088,52.44065689912282
B44 0,58.7,0.77,-1.8748530337552736,52.545874282700446
B9 5,57.6,0.7,-1.84133052734375,52.47845116406248
B31 4,62.2,0.84,-1.973604116591927,52.39544299999999
B38 9,64.9,0.88,-1.9316499138755987,52.39803485167462
B32 1,60.3,0.82,-2.000502695906432,52.45780228070173
B12 9,60.0,0.75,-1.890304971830986,52.4578354577465
B21 8,56.4,0.69,-1.947583855855856,52.51188358558558
B75 7,64.6,0.89,-1.7989257149321276,52.56489994570135
B18 6,72.5,0.98,-1.9123864259259276,52.488960018518505
B8 1,58.6,0.7,-1.8565986130952388,52.49011618452381
B74 2,61.4,0.84,-1.8564300606060609,52.57424354924243
B30 2,58.7,0.72,-1.920783952830188,52.42822655188679
B13 9,58.3,0.74,-1.8744302981818173,52.44221506545457
B15 3,61.0,0.81,-1.9356123988095235,52.466819648809526
B42 2,64.6,0.85,-1.9089499508928565,52.535846276785655
B17 9,58.1,0.73,-1.9565635555555565,52.460833629629626
B20 1,61.3,0.78,-1.9354999922480625,52.52413225581395
B35 6,69.9,0.9,-1.7878262031250003,52.52251079687502
B45 9,65.5,0.85,-2.017448528985508,52.39384775724636
B13 8,61.8,0.78,-1.89453916993464,52.44654766666668
B44 8,55.4,0.73,-1.891282154228855,52.538505970149245
B32 2,61.1,0.81,-1.9809993055555568,52.45697976851849
B26 3,58.5,0.78,-1.77680126388889,52.45597430555553
B33 9,61.1,0.84,-1.7921889207048471,52.48621160792947
B31 3,63.3,0.85,-1.9589805919282508,52.4014334439462
B33 8,61.2,0.81,-1.8038725370370368,52.47952670833332
B10 9,55.4,0.65,-1.84535998816568,52.47073980473374
B14 4,60.7,0.81,-1.871693709523811,52.41232769523811
B24 0,63.0,0.89,-1.8140873425925923,52.52497740277781
B14 7,56.3,0.69,-1.8943745249999997,52.432940837500006
B34 7,65.6,0.9,-1.7693104900662255,52.496106986754974
B6 6,57.2,0.69,-1.8908983913043484,52.50770151449274
B14 5,58.1,0.77,-1.8934283153153144,52.40761877927927
B6 7,58.5,0.71,-1.8765823157894732,52.51226094736845
B34 6,61.0,0.81,-1.792400411428572,52.49667615428572
B1 3,75.0,1.02,-1.912699977272728,52.485090647727255
B11 3,57.3,0.68,-1.8480872912087905,52.448880060439535
B38 8,61.2,0.84,-1.9438469765258224,52.40266587793427
B29 5,62.3,0.87,-1.967750766666667,52.43812684761905
B75 6,61.0,0.87,-1.8105509179487167,52.57801503589744
B74 4,62.1,0.87,-1.8460143609958508,52.59452149377596
B13 0,59.1,0.77,-1.8724841447963805,52.42647113574659
B27 7,57.3,0.71,-1.8257533580246916,52.44009918930043
B28 0,57.4,0.74,-1.84739059851301,52.42046371375464
B25 8,57.5,0.73,-1.8207111225296444,52.46599850988137
B12 0,72.8,0.95,-1.8838221730769225,52.46875494871792
B5 6,76.4,1.02,-1.893341032258064,52.47300001612904
B73 5,58.5,0.77,-1.839445552845529,52.5448607357724
B10 0,59.4,0.74,-1.8604363673469384,52.46826391156465
B12 8,59.1,0.71,-1.8778102424242429,52.45588632121211
B76 2,65.8,0.92,-1.7948240999999998,52.551606933333325
B11 1,59.5,0.72,-1.87001302840909,52.462255045454505
B76 9,63.2,0.88,-1.750010342857143,52.53953530476191
B32 4,62.4,0.86,-2.009532791666666,52.43180464166669
B44 9,60.6,0.82,-1.891070631313132,52.5526788080808
B5 7,68.1,0.89,-1.9021005742574255,52.46218230693068
B28 8,58.7,0.75,-1.8431029653179196,52.43728817919073
B20 3,57.4,0.69,-1.905550215311004,52.51127794736841
B16 8,69.5,0.93,-1.9222053493975912,52.47573863855423
B3 1,71.8,0.98,-1.906073052083333,52.48440530208333
B19 1,60.3,0.75,-1.9112795972222212,52.50251634722223
B26 2,60.7,0.82,-1.7893793266331663,52.468009025125646
B26 1,57.8,0.75,-1.8040610506329111,52.46099596202532
B18 4,58.8,0.72,-1.9398603247863244,52.49198827350428
B6 4,66.2,0.85,-1.8906541369863017,52.4949212739726
B72 1,59.4,0.8,-1.821901502109704,52.55001262869197
B30 3,63.8,0.85,-1.9174110887573976,52.4140352485207
B24 9,57.5,0.73,-1.828567895238095,52.51924040000003
B45 0,64.7,0.89,-2.01586987704918,52.40512862295079
B19 3,68.8,0.89,-1.9033302176870748,52.49052708843534
B11 4,53.7,0.63,-1.8658048951048944,52.45101472727272
B5 4,74.3,1.0,-1.8973874868421057,52.47745006578951
B6 5,62.9,0.81,-1.88614325,52.50161795454548
B7 5,66.4,0.86,-1.867202584507042,52.499398443662
B17 8,59.7,0.77,-1.9653863411764705,52.47138744117648
B2 4,71.4,0.95,-1.8977321750000005,52.48014445
B4 7,75.6,1.0,-1.8904347549019616,52.48661950980393
B75 5,61.5,0.86,-1.8160012629310345,52.59244882327587
