district,epc,hpr
SL4,63.0,0.82
SL6,64.2,0.87
SL5,65.1,0.89
TW19,59.9,0.84
RG10,53.5,0.82
SL3,60.2,0.84
SL7,57.2,0.86
TW18,58.2,0.81
RG42,51.7,0.88
RG9,30.8,0.68
SL8,48.2,0.71
TW20,63.5,0.99
RG40,52.3,0.84
HD3,81.0,1.07
PE19,84.0,0.92
WS2,88.0,1.08
