outcode,epc,hpr,lat,long
LN8,60.3,0.9,53.374899,-0.3265738
LN3,64.9,0.96,53.2418341,-0.4171042
DN21,62.2,0.87,53.4200117,-0.7020715
DN37,47.5,0.81,53.5399911,-0.1383433
LN2,66.8,0.98,53.2571394,-0.5062171
LN7,59.3,0.9,53.493235,-0.3455524
LN1,63.6,0.95,53.2609265,-0.5924173
DN41,60.9,0.89,53.581266,-0.1952465
DN38,61.0,0.91,53.5604981,-0.3911523
DN20,53.1,0.89,53.5580271,-0.5063124
DN17,41.6,0.74,53.5727238,-0.7059175
LN5,68.0,0.95,53.1742178,-0.5568934
NG23,47.5,0.72,53.1163408,-0.7998116
DN39,29.0,0.4,53.6166111,-0.3355842
LN6,56.5,0.84,53.2002374,-0.6001511
