sector,epc,hpr,lat,long
CF14 3,63.0,0.79,-3.1923357177914107,51.50296228220856
CF24 3,61.3,0.74,-3.166325493617022,51.49011717872338
CF14 4,63.6,0.88,-3.1957054769230773,51.51517117435896
CF14 9,66.6,0.96,-3.195153759689924,51.54012537209303
CF23 9,66.0,0.84,-3.152061548717949,51.50650522564105
CF5 4,64.9,0.9,-3.256077379562043,51.47768105474452
CF11 0,75.7,1.01,-3.184325968253969,51.45267817460317
CF14 0,65.7,0.94,-3.1752089999999997,51.53733843999996
CF11 7,65.5,0.83,-3.1836306291390724,51.46405441059602
CF5 3,66.8,0.91,-3.2450748709677404,51.49239675000003
CF10 5,73.8,0.96,-3.171452369318183,51.46730847727272
CF11 8,69.9,0.97,-3.203895563218387,51.47142437356322
CF24 4,60.3,0.71,-3.1774122664092666,51.49441569111968
CF15 7,65.2,0.88,-3.2619140601092904,51.547228409836045
CF3 0,70.8,0.99,-3.0975023842592604,51.52332868981483
CF3 5,66.8,0.92,-3.1190205222222227,51.52532179444446
CF24 2,64.2,0.83,-3.146975972000001,51.48516958400001
CF23 8,68.6,1.0,-3.138881013422819,51.53301371140941
CF23 5,60.7,0.77,-3.1659721627906947,51.50164087441861
CF5 2,64.1,0.88,-3.228967801724137,51.496364293103454
CF14 5,68.9,0.93,-3.192641648514852,51.52820054950496
CF5 1,60.1,0.75,-3.212032423868312,51.48376995473248
CF3 4,63.9,0.88,-3.130085617391304,51.513511478260845
CF3 3,64.9,0.89,-3.125247266666668,51.50768325333335
CF15 9,63.8,0.91,-3.298874993506494,51.53199222727271
CF15 8,70.1,0.97,-3.257668274390242,51.51857464024391
CF24 0,66.5,0.84,-3.165039055555554,51.48213344444444
CF14 2,63.4,0.85,-3.223504945701359,51.50670237556562
CF11 6,62.1,0.75,-3.190121,51.47554255760368
CF5 5,66.8,0.91,-3.246172748898679,51.47362873127751
CF14 1,60.8,0.83,-3.2133021223628697,51.51176316033753
CF10 4,75.4,1.0,-3.1623865524475527,51.47074904195805
CF11 9,62.1,0.76,-3.1984053121951237,51.48481126341464
CF3 1,66.3,0.85,-3.11026497752809,51.5159669550562
CF14 7,63.7,0.84,-3.2310146,51.52207233333332
CF10 3,62.2,0.79,-3.181092120370369,51.484056064814816
CF5 6,73.7,1.04,-3.290650974747476,51.4735376666667
CF23 7,69.7,0.93,-3.148391777777778,51.52515471717172
CF23 6,61.3,0.85,-3.166119548672566,51.51840875663718
CF14 6,60.8,0.85,-3.2128376849315035,51.52619097716893
CF10 1,73.8,0.95,-3.18007527826087,51.47814830434784
CF24 5,76.0,1.02,-3.1541585810810804,51.47655936486488
CF24 1,61.8,0.77,-3.1540116614173246,51.48855455118109
CF10 2,73.3,0.99,-3.1748368064516144,51.47969755913975
CF3 6,77.6,1.1,-3.1153796538461527,51.54037286538463
CF3 2,77.5,1.11,-3.0831111941747573,51.526027776699046
CF83 1,40.2,0.82,-3.2236758321167893,51.57215853284675
CF23 3,61.3,0.72,nan,nan
CF1 7,7.2,0.46,nan,nan
CF72 8,58.0,0.98,-3.374882027027028,51.53324309797298
CF1 6,64.0,0.88,nan,nan
CF15 1,53.0,0.59,nan,nan
CF10 0,35.0,0.99,nan,nan
CF24 9,84.0,1.13,nan,nan
CF10 6,59.0,0.71,nan,nan
CF23 4,72.0,0.93,nan,nan
SG14 1,84.0,0.92,-0.0799332711864407,51.79717324293785
CF10 9,66.0,0.82,nan,nan
W3 7,87.0,1.04,-0.2531280076923077,51.51050790384611
CF23 2,60.0,1.06,nan,nan
