district,epc,hpr
CF14,64.1,0.87
CF24,62.3,0.77
CF23,65.1,0.86
CF5,64.9,0.87
CF11,65.6,0.83
CF10,73.6,0.96
CF15,67.2,0.93
CF3,67.6,0.93
CF83,40.2,0.82
CF1,26.2,0.6
CF72,58.0,0.98
SG14,84.0,0.92
W3,87.0,1.04
