postcode,epc,hpr
CF14 3PJ,68.7,0.97
CF24 3RE,61.5,0.7
CF14 4AA,55.6,0.82
CF14 9BU,65.2,0.89
CF23 9NJ,77.2,1.04
CF5 4DS,61.2,0.88
CF11 0SF,71.9,0.99
CF14 0SL,57.8,0.85
CF11 7LR,57.2,0.66
CF5 3HG,66.0,0.87
CF10 5NW,81.2,1.0
CF24 3LH,62.6,0.77
CF10 5NS,77.3,1.0
CF14 4QY,60.6,0.77
CF5 3SR,66.0,0.89
CF11 8JN,65.4,0.93
CF5 3RH,69.9,0.92
CF10 5LD,66.1,0.93
CF5 4RQ,66.0,0.92
CF24 4AE,57.4,0.68
CF15 7JT,68.4,0.94
CF5 4US,83.7,1.16
CF3 0FH,84.9,1.12
CF3 5SG,67.8,0.85
CF11 7EB,77.6,0.99
CF24 2RS,59.6,0.84
CF23 8AT,74.2,1.01
CF23 5JB,67.5,0.93
CF24 4JW,57.6,0.67
CF14 9EF,67.7,0.96
CF11 0JB,73.9,1.0
CF5 2DW,59.3,0.66
CF14 5BH,82.6,1.08
CF5 1QP,55.6,0.68
CF3 4JD,63.9,0.86
CF3 3PW,75.8,1.05
CF3 4EF,65.7,0.9
CF3 3BF,73.4,1.04
CF5 3PF,71.6,0.98
CF23 8NX,61.5,0.96
CF24 2QE,64.8,0.89
CF3 4AL,56.5,0.85
CF23 5BJ,51.3,0.73
CF14 5NG,51.2,0.7
CF5 4QW,69.5,1.0
CF3 0DE,69.4,1.0
CF14 9HE,65.9,0.93
CF15 9TH,63.7,0.93
CF3 5DG,65.2,0.9
CF5 1PB,58.1,0.68
CF15 9PN,63.3,0.86
CF15 8HG,84.0,1.18
CF5 3NT,66.3,0.91
CF24 3AR,64.3,0.68
CF15 7NJ,58.2,0.67
CF24 0NB,71.4,0.91
CF23 5NQ,55.3,0.76
CF24 4BN,59.6,0.68
CF24 2LG,57.9,0.67
CF14 2FW,59.1,0.73
CF14 3PR,55.4,0.68
CF24 0DP,74.2,0.99
CF11 6TJ,58.3,0.65
CF23 5EF,61.2,0.67
CF24 4BY,55.6,0.66
CF5 5HA,69.3,0.91
CF5 5NE,62.9,0.86
CF24 3QB,63.0,0.7
CF24 4HL,62.2,0.81
CF5 2LE,41.5,0.57
CF11 7QB,70.4,0.97
CF23 9EQ,64.7,0.72
CF24 3JY,57.3,0.63
CF3 3NW,63.0,0.87
CF5 2AW,78.6,1.03
CF14 1EE,64.8,0.8
CF24 2ER,64.5,0.81
CF10 4JA,73.7,0.99
CF3 5QL,65.1,0.87
CF11 9HZ,70.0,1.02
CF11 6LU,69.5,0.86
CF14 2SG,65.2,0.89
CF11 9JZ,60.2,0.73
CF24 4TQ,58.4,0.68
CF24 2QA,60.9,0.86
CF3 1DX,72.3,1.0
CF24 4SB,54.1,0.68
CF14 7DD,60.9,0.7
CF23 9JU,66.6,0.86
CF10 3DZ,62.0,0.72
CF24 3PF,59.5,0.69
CF23 9LG,68.2,0.96
CF11 7JU,80.0,1.03
CF5 4TL,65.2,0.88
CF5 5EN,63.8,0.85
CF24 2BZ,56.7,0.69
CF14 5QD,65.0,0.91
CF5 2AA,57.8,0.79
CF14 9DS,67.2,0.96
CF14 1HX,57.5,0.76
CF5 2PE,70.1,0.97
CF10 4DG,80.2,1.05
CF3 1RE,66.8,0.81
CF23 9PP,65.6,0.79
CF14 9DQ,66.9,0.98
CF3 3NG,63.4,0.93
CF24 3QE,59.8,0.68
CF23 5PS,58.7,0.84
CF3 0NN,65.0,0.98
CF5 6EF,63.2,0.92
CF5 2QB,58.0,0.92
CF5 3QQ,67.7,0.95
