postcode,epc,hpr
HP6 6NA,69.4,0.97
SL2 4DH,66.6,0.89
HP12 4TL,71.1,0.95
SL0 9AF,72.8,0.87
HP5 1QF,70.0,0.9
HP12 3HN,58.9,0.79
HP11 1GE,73.7,1.01
SL0 9AT,40.5,0.65
HP17 8LX,74.0,1.08
HP7 9ED,65.5,0.89
HP22 6PW,72.0,0.95
HP22 3AN,83.7,1.13
HP7 9EN,65.7,0.91
SL1 7DR,72.8,0.99
HP21 7HL,62.0,0.88
HP14 4EA,65.1,1.02
HP5 2DN,71.2,0.96
SL9 8FU,82.4,1.09
HP7 0PG,68.4,0.96
HP22 5UJ,70.9,0.99
HP15 7UH,61.0,0.83
HP13 7YW,75.5,0.99
HP5 2ET,67.5,0.84
LU7 0GP,83.9,1.18
HP18 0EA,43.7,0.72
MK18 2RW,84.2,1.18
HP10 9EX,74.3,1.02
HP6 6QA,80.8,1.03
SL0 0QS,58.0,0.85
HP5 3HA,79.1,1.01
HP5 2HZ,73.4,0.99
SL6 0NF,66.0,0.93
HP8 4BX,77.6,1.04
SL9 7FA,86.4,1.11
SL0 0ND,59.5,0.59
HP19 7HH,74.2,1.04
HP17 0XU,54.0,0.86
HP22 5WG,83.3,1.16
SL0 0NP,45.2,0.79
SL1 7PW,67.0,0.98
MK18 1XU,84.3,1.15
HP11 1DU,63.0,0.86
HP11 1TT,68.3,0.85
HP5 1PW,81.8,1.07
SL1 6DX,64.5,0.85
SL9 0JR,56.0,0.62
HP12 3EB,62.2,0.77
HP18 9QL,45.7,0.79
LU7 0JS,57.3,0.91
HP11 1PL,74.1,1.01
MK18 1ZJ,84.7,1.17
HP19 7WE,74.0,1.02
HP21 8NJ,65.0,0.61
HP21 7LP,72.3,0.96
HP13 7AD,74.9,1.02
SL9 8HE,72.8,0.97
HP12 3AR,74.7,0.97
MK18 3BG,53.8,0.86
HP22 5DH,67.0,0.87
SL2 3QD,58.0,0.81
HP5 2DG,70.4,0.9
SL9 9SL,61.0,0.77
HP6 6JQ,66.3,0.87
SL7 2EQ,68.6,1.0
HP13 6UJ,65.0,0.69
SL1 8DH,51.0,0.48
HP8 4AH,80.8,1.13
RG9 6QD,25.0,0.58
MK17 0JS,59.0,0.67
SL7 3NG,74.2,1.01
HP22 6EF,71.2,0.86
MK18 1ZH,83.3,1.16
SL7 1QH,56.0,0.79
MK17 0EP,61.2,0.94
HP5 1UU,57.7,0.92
HP5 2NQ,74.0,0.92
SL8 5XN,67.0,0.93
HP14 4RY,77.6,1.04
HP21 8GT,77.0,1.05
HP10 8AL,67.5,0.96
HP22 3BL,82.3,1.14
HP19 8JY,84.5,1.18
HP6 6LY,70.3,0.95
HP21 7LD,67.0,0.8
HP12 4HX,61.2,0.9
HP19 9BU,76.6,1.03
MK18 2EB,62.3,0.92
HP19 7TH,69.5,0.98
SL8 5RN,63.8,0.78
HP14 4EF,45.0,0.92
MK18 1RB,64.8,0.98
MK18 2EH,53.3,0.99
HP15 6RJ,65.7,0.85
HP11 1LQ,75.0,0.98
HP18 9JD,52.8,0.88
HP14 3PP,25.7,0.62
HP19 9QX,63.3,0.93
HP5 2TW,67.5,0.88
SL0 9RD,69.0,0.91
MK18 7BG,71.5,0.94
HP21 7FZ,78.4,1.01
SL8 5BT,46.0,0.67
SL9 8TJ,64.2,0.84
HP6 6LG,64.8,0.88
HP11 1BW,87.0,1.17
HP27 9DH,61.8,0.94
HP20 2FZ,80.6,1.02
HP13 7TJ,80.3,1.01
HP7 0HZ,69.4,0.77
HP7 9EE,67.6,0.91
SL9 9NU,55.2,0.8
HP13 5JA,74.0,0.96
SL7 2DP,79.8,1.09
HP12 3EY,61.2,0.95
HP5 2AE,83.9,1.12
HP10 8EW,74.5,0.86
SL7 3HP,67.0,0.81
HP6 5RY,67.6,0.92
LU7 9EF,49.0,0.78
HP14 3QY,66.0,0.93
LU7 0BT,61.3,0.85
HP10 8LB,67.0,0.87
HP11 1GY,81.0,1.03
SL9 8BQ,61.7,0.52
HP5 3JE,63.9,0.77
HP11 1JR,69.0,0.92
HP13 5EQ,62.5,0.97
HP11 1TJ,62.0,0.86
SL8 5RZ,66.0,0.95
HP8 4HX,62.0,0.8
HP9 2HX,76.9,0.99
MK18 3QS,55.2,0.97
HP27 0HY,72.4,0.98
HP5 2PF,68.3,0.82
MK18 1LS,68.0,1.01
HP10 9RL,58.7,0.76
SL6 0JL,57.0,0.71
HP5 3EH,69.4,0.78
HP10 0EF,58.0,0.64
SL1 7EP,73.3,0.95
SL7 2EE,69.6,0.96
HP6 6EY,69.2,0.94
LU7 9FW,78.2,1.06
HP7 9BT,68.1,0.94
HP13 6EZ,65.9,0.76
HP16 0BW,65.4,0.83
MK17 0JQ,66.5,0.98
RG9 3BD,42.0,0.69
SL9 0AB,61.0,0.76
HP9 1QB,47.8,0.68
HP7 9RX,71.9,0.82
HP12 3JN,59.3,0.9
MK18 1BZ,57.5,0.8
SL9 9DY,68.0,0.95
SL7 3TZ,71.4,0.99
HP21 8FL,80.6,1.03
HP27 0EP,70.0,1.01
LU7 0FP,77.5,1.04
HP11 1DW,69.7,0.98
SL9 9LH,70.8,0.97
HP13 5NX,60.0,0.7
HP19 0UL,74.0,1.05
HP13 7ER,66.1,0.95
HP13 7AZ,78.0,0.99
HP27 9EG,73.6,1.15
SL8 5LT,73.0,0.99
MK18 3QA,61.2,0.98
HP13 6FU,75.5,0.99
HP27 0HE,66.8,0.87
HP22 3BN,83.4,1.18
HP13 6LJ,50.6,0.54
HP8 4SJ,77.0,1.02
LU6 2HA,50.0,0.86
UB9 5LD,67.8,0.84
SL8 5JJ,77.1,1.07
HP18 0EH,47.0,0.93
SL9 9PE,65.9,0.85
HP21 9XN,68.6,1.0
LU7 0QR,45.3,0.77
HP6 6LE,61.0,0.61
HP8 4HT,66.6,0.96
HP21 8RL,62.0,0.86
MK18 1AW,58.7,0.94
HP20 1NA,66.8,0.79
MK17 0LS,57.1,0.91
HP20 1FE,83.2,1.09
HP12 4LP,70.3,0.97
HP10 0HZ,63.0,0.99
SL0 0RR,68.0,0.7
HP27 0AQ,68.6,0.97
HP13 5SJ,61.3,0.77
HP17 8TB,55.4,0.92
