postcode,epc,hpr
NP19 4EH,84.6,1.18
NP19 7BZ,58.7,0.73
NP19 9DT,65.1,0.94
NP19 9ST,80.4,1.0
NP18 3EJ,55.6,0.8
NP20 3BY,60.4,0.8
CF3 2AX,58.5,0.91
NP20 3RH,59.1,0.89
NP19 9LU,61.3,0.77
NP20 5QU,63.8,0.87
NP19 8LZ,68.8,0.94
NP20 4ED,60.5,0.72
NP20 6GP,59.9,0.87
NP20 3BJ,66.2,0.94
NP19 0JU,59.9,0.91
NP20 2JG,55.4,0.73
NP20 2NA,66.5,0.88
NP20 2QR,80.9,1.13
NP19 7HB,61.3,0.76
NP20 7EG,80.2,1.05
NP18 1NF,58.1,0.87
NP19 9TH,73.0,1.05
NP19 7PL,60.3,0.77
NP20 5DS,70.6,1.0
NP20 5GD,63.7,0.73
NP19 7BL,73.3,0.99
NP18 1JE,62.7,0.92
NP19 7LW,61.9,0.84
NP19 8BB,57.8,0.8
NP19 4RN,59.4,0.89
NP19 4AW,85.4,1.04
NP20 7XB,66.8,0.77
NP19 4NZ,63.5,0.89
NP19 7NW,80.0,1.02
NP20 6HE,57.7,0.81
NP20 3HT,74.2,0.97
NP19 8DN,55.7,0.63
NP20 7UD,68.8,0.87
NP20 3EJ,61.3,0.84
NP19 0AP,75.7,1.02
NP19 9LX,57.1,0.68
NP19 0BY,62.0,0.77
NP10 8UQ,72.5,1.02
NP10 8PQ,70.1,0.85
NP19 4SG,67.3,0.87
NP20 4HJ,62.9,0.72
NP19 9SS,67.7,1.02
NP20 4LD,61.3,0.76
NP19 7BU,61.0,0.74
NP19 7PD,68.6,0.79
NP20 3JF,57.7,0.72
NP18 3BU,78.5,1.02
NP19 9LD,64.8,0.98
NP10 8RF,66.4,0.94
NP10 8NP,69.9,0.89
NP20 5QY,60.1,0.84
NP19 4RQ,57.1,0.8
NP20 2EE,57.1,0.65
NP19 9LR,61.7,0.83
NP19 8FD,72.8,0.96
NP10 8QH,65.3,0.92
NP20 6LH,61.2,0.86
NP10 9LE,70.9,1.03
NP19 7DU,60.4,0.78
NP20 6GA,84.9,1.18
NP19 9GL,68.3,0.86
NP20 1JH,63.5,0.7
NP20 5EU,84.7,1.18
NP19 0JT,63.0,0.94
NP20 5QG,59.2,0.84
NP18 2HZ,64.2,0.92
NP20 4BD,68.7,0.99
NP19 8FP,59.2,0.73
NP20 7DJ,66.0,0.88
NP20 6PA,74.0,0.88
NP10 8PS,56.3,0.84
NP20 2HH,57.4,0.78
NP19 7BS,71.5,0.94
NP19 7EP,59.7,0.69
NP19 7DL,61.3,0.85
NP10 8EQ,75.1,1.04
NP19 9DS,62.9,1.0
NP20 6WD,58.4,0.83
NP19 4PF,74.7,0.98
NP19 4EG,84.2,1.18
NP19 0JB,61.8,0.83
NP19 4PD,73.7,0.98
NP19 8FW,58.9,0.7
NP20 6PH,77.0,1.05
NP19 8AA,54.6,0.78
NP18 2NT,68.5,1.01
NP19 7QB,59.5,0.76
NP18 1NJ,75.5,1.04
NP19 9GP,67.7,0.83
NP20 4LU,51.5,0.82
NP19 8ER,52.9,0.73
NP20 4BQ,79.3,0.98
NP20 2DH,60.1,0.65
NP20 3BX,61.3,0.82
NP19 7HF,57.4,0.81
NP18 2HA,63.3,0.85
NP19 0NW,79.0,1.03
NP19 9AG,58.9,0.89
NP20 3DG,64.1,0.9
NP19 4ND,72.2,0.95
NP19 0JJ,56.2,0.77
NP19 4DX,83.4,1.18
NP20 4JQ,76.5,0.97
NP10 9JT,64.8,0.98
NP20 4ND,42.7,0.61
NP20 5GJ,71.2,1.0
NP20 5NF,57.6,0.74
NP10 8SA,67.4,1.0
NP10 9SG,57.9,0.83
CF3 2TY,63.5,0.9
NP20 2PN,72.6,0.95
NP20 4EF,55.9,0.72
NP20 1EP,56.5,0.67
NP19 4TT,80.2,1.17
NP10 8LP,53.4,0.64
NP20 5AT,71.8,1.06
NP20 4JZ,55.7,0.63
NP20 2JH,59.4,0.65
NP20 6QW,59.5,0.69
NP19 9HZ,60.2,0.74
NP19 0LU,80.7,1.12
NP10 9DR,66.7,0.93
NP19 9AJ,59.1,0.83
NP10 9AF,57.5,0.89
NP19 7FR,83.1,1.12
NP20 3RE,58.1,0.85
NP10 8WF,67.5,0.9
NP20 3ET,69.9,0.81
NP20 7XA,68.1,0.85
NP19 0DH,75.8,1.05
NP19 4BB,84.3,1.17
NP19 9LT,62.2,0.82
NP10 8EH,75.3,1.04
NP10 9JP,66.3,0.99
NP20 3FP,61.4,0.82
NP20 2QY,83.0,1.16
NP19 0HA,54.0,0.78
NP20 1EW,47.0,0.47
NP20 2QZ,83.2,1.16
NP19 7GZ,55.4,0.64
NP19 4DW,84.7,1.18
NP20 5PF,57.7,0.77
NP20 3EX,77.5,0.98
NP19 9RF,60.3,0.74
NP19 9HE,74.8,0.9
NP10 8WT,71.7,0.98
NP19 9QE,63.9,0.93
NP19 9HJ,69.6,0.99
NP19 4TN,81.9,1.16
NP18 2AX,43.2,0.86
NP10 8TA,66.9,0.95
NP18 3DT,63.8,0.86
NP10 9FJ,70.5,0.86
NP20 7BT,65.9,0.92
NP20 3DR,83.4,1.18
NP20 5PE,59.6,0.77
NP20 3AW,61.6,0.97
NP19 9JR,64.9,0.88
NP20 5AZ,79.2,1.07
NP20 6LX,73.4,1.03
NP10 9LW,82.2,1.06
NP10 9JR,69.0,1.02
NP20 3BN,65.1,0.93
NP18 3ER,62.8,0.87
NP19 7HS,59.7,0.73
NP20 2LS,62.7,0.88
NP19 7LB,57.1,0.82
NP19 9HS,66.0,0.88
NP20 3JB,59.2,0.75
NP20 4LY,63.9,0.9
NP20 1QU,72.8,1.05
NP10 8QP,67.8,1.0
NP10 9EY,53.4,0.76
NP10 8EW,73.4,1.03
NP20 1DG,40.2,0.66
NP20 2PJ,46.5,0.64
NP19 0NX,78.0,1.03
NP19 7DY,61.8,0.97
NP18 1JD,70.1,0.91
NP10 9AS,54.5,0.81
NP19 4NT,55.7,0.78
NP19 8FZ,62.6,0.96
NP20 5LQ,61.3,0.83
NP19 9AX,59.8,0.85
NP20 6NB,61.1,0.84
NP18 2DD,58.3,0.94
NP19 4AH,80.2,1.11
NP19 9BH,67.0,0.93
NP20 3BL,64.8,0.89
NP20 3NH,55.6,0.78
NP10 8HP,67.3,0.99
NP20 2LU,58.1,0.7
NP19 7QP,60.2,0.89
NP26 3DY,49.0,0.82
NP10 9FW,65.6,0.91
NP20 2EG,70.3,0.86
NP20 2DB,58.3,0.67
NP20 3DJ,62.5,0.86
NP19 8GN,58.0,0.63
NP20 6EX,60.8,0.86
NP20 3EF,57.8,0.73
NP20 7GA,67.6,0.73
NP20 4HZ,54.1,0.67
NP20 3SA,57.5,0.82
NP19 9SZ,69.3,0.92
NP10 9DL,65.8,0.83
NP20 6FG,59.6,0.82
NP19 7PS,69.2,0.91
NP20 7SL,66.0,0.68
NP19 9AD,55.9,0.85
NP19 7BQ,73.4,0.97
NP20 7TH,82.3,1.02
NP19 7NQ,61.1,0.8
NP19 4AR,85.0,1.18
NP20 1GL,65.8,0.84
NP10 8AU,82.9,1.16
NP20 4HL,54.8,0.59
NP10 9BB,67.3,1.01
NP20 6GZ,59.8,0.89
NP19 9PP,66.0,0.88
NP20 4LX,57.6,0.73
NP19 9PQ,69.6,0.91
NP19 7AY,62.9,0.82
NP19 8AT,60.7,0.91
NP10 9BP,68.5,0.94
NP20 3BB,70.9,0.99
NP19 4DP,84.4,1.17
NP20 2PP,66.2,0.74
NP20 2QA,83.6,1.17
NP20 1EN,63.4,0.74
NP19 8AD,59.2,0.83
NP10 8RP,58.8,0.79
NP10 8AB,82.4,1.12
NP20 2GZ,71.3,0.94
NP20 5HP,78.7,0.99
NP10 8JS,67.3,0.94
CF3 6YG,82.9,1.16
NP19 8EW,53.8,0.63
NP20 2JA,84.8,1.18
NP19 0LE,81.3,1.05
NP19 9SX,79.0,1.0
NP20 7RZ,62.8,0.79
NP19 4UH,83.4,1.18
NP20 3JE,53.8,0.65
NP19 9SJ,66.4,0.99
NP20 7AG,62.7,0.83
NP19 4PJ,73.4,1.0
NP10 8XE,72.7,0.92
NP10 9ER,65.0,0.85
NP10 8LR,54.0,0.75
NP10 8HT,75.8,1.04
NP10 9JN,69.7,1.01
NP20 6QQ,58.2,0.85
NP10 9BE,63.4,0.78
NP19 8AF,60.0,0.85
NP10 9PY,84.5,1.11
NP20 2QQ,82.7,1.16
NP10 8HA,70.2,1.01
NP20 3DD,62.5,0.93
NP20 3DA,61.8,0.81
NP10 8GU,48.1,0.64
NP20 3PX,57.8,0.83
NP10 8ER,75.5,1.05
NP10 0AB,64.8,0.95
NP19 4AG,79.5,1.11
NP19 4QG,63.2,0.88
NP20 4HH,56.7,0.65
NP19 0EQ,61.1,0.72
NP19 7JY,61.1,0.85
NP20 4EX,61.9,0.65
NP19 9BS,62.9,0.9
NP19 8EB,56.4,0.71
NP20 7XW,64.1,0.8
NP19 4PB,58.4,0.89
NP20 3HZ,58.8,0.72
NP10 9EA,65.9,0.97
NP10 8BW,84.3,1.18
NP19 7RX,63.8,0.94
NP19 8BJ,63.2,0.9
NP20 5PQ,56.7,0.63
NP19 7DE,64.8,0.84
NP20 4HB,55.7,0.61
NP20 2FS,61.9,0.77
NP10 8JY,74.8,0.98
NP20 7XN,68.4,0.85
NP19 0FE,62.4,0.81
NP19 4EA,84.3,1.18
NP20 3NG,66.7,0.92
NP19 9SB,71.6,0.98
NP19 4BT,83.7,1.18
NP19 8DS,58.8,0.73
NP20 5BH,62.3,0.89
NP19 8LD,60.5,0.74
NP19 7BB,63.1,0.82
NP20 7UJ,68.6,0.91
NP19 0FG,75.9,1.01
NP10 0AA,62.8,0.91
NP19 0GJ,55.6,0.73
NP20 5LA,59.9,0.75
CF3 2EZ,63.4,0.95
NP19 0DX,60.4,0.74
NP20 7RU,73.3,0.92
NP20 3AN,62.8,0.86
NP19 4NX,65.3,0.91
NP19 7JX,56.8,0.84
NP20 4GJ,61.4,0.67
NP18 3RB,55.7,0.93
NP20 6NU,55.3,0.74
NP20 6PT,68.7,0.9
NP20 3AL,60.9,0.84
NP18 3FD,74.5,0.97
NP19 7PY,64.3,0.83
NP20 3PA,79.3,1.01
NP19 8EE,56.3,0.74
NP19 4AT,79.2,1.1
NP19 0AE,45.5,0.71
NP20 7TW,63.1,0.78
NP20 4BS,60.8,0.72
NP20 3AU,65.9,0.94
NP20 7DR,72.4,0.93
NP19 0JN,67.0,0.9
NP18 3SW,65.6,0.99
NP10 9FZ,58.6,0.77
NP19 4RR,60.5,0.71
NP10 9PJ,83.8,1.18
NP20 7BH,65.0,0.84
NP19 9JH,67.6,0.86
NP10 8XD,72.5,0.92
NP19 9BB,78.4,1.02
NP19 9GR,66.2,0.84
NP19 9NG,72.9,1.06
NP20 5QJ,64.5,0.97
NP20 6LQ,60.6,0.81
NP18 3DU,56.7,0.77
NP19 8EN,62.5,0.75
NP20 4NX,62.9,0.72
NP18 3EZ,60.2,0.84
CF3 6AG,83.7,1.18
NP19 7UB,66.0,1.02
NP20 5FW,60.3,0.76
NP20 7TR,70.0,0.78
NP18 2JL,62.5,0.96
NP18 2HY,65.2,0.99
NP10 8BN,82.5,1.15
NP10 9DB,70.7,0.96
NP19 8EL,51.5,0.64
NP20 7LN,70.0,0.88
NP19 0BH,55.2,0.76
NP19 0LP,82.1,1.04
NP19 4AN,80.3,1.13
NP10 8LH,59.7,0.83
NP19 8JX,72.6,0.93
NP10 8AY,82.6,1.16
NP20 7DG,66.4,0.86
NP20 2PB,67.7,0.83
NP18 2EY,60.9,0.8
NP18 2HG,67.8,0.92
NP19 9JA,62.2,0.84
NP20 6QY,60.3,0.78
NP19 4AP,79.1,1.13
NP18 1NA,66.8,0.9
NP20 5DB,59.1,0.83
NP19 0FN,68.1,0.9
NP20 6PL,59.1,0.82
NP19 4NG,60.9,0.89
NP19 9JP,78.5,1.05
NP19 7EL,59.0,0.75
CF3 2AY,64.5,0.97
NP20 5LR,57.6,0.84
NP20 5QP,59.9,0.84
NP20 2PE,60.9,0.77
NP19 4NE,74.0,0.98
NP18 3FY,64.8,0.89
NP19 4TP,81.2,1.14
NP19 0ER,57.8,0.72
NP20 4BR,56.9,0.67
NP20 1JN,16.3,0.58
NP19 9JE,58.1,0.86
NP10 9PS,84.5,1.18
NP19 0BL,58.9,0.75
NP19 9SY,59.7,0.84
NP19 9DL,63.4,0.93
NP19 0FR,59.1,0.85
NP18 2ER,75.0,0.89
NP20 3HE,73.3,0.88
NP20 7DB,63.5,0.85
NP18 2BR,82.9,1.17
NP20 6WR,62.5,0.87
CF3 2DY,64.5,0.98
NP20 3EH,54.5,0.68
CF3 2LF,65.0,0.97
NP10 8TJ,64.3,0.93
NP19 9PR,68.4,0.88
NP20 4LT,56.0,0.79
NP20 4GN,58.4,0.7
CF3 2UL,69.6,1.0
NP19 0LN,81.4,1.02
NP18 2JT,59.5,0.87
NP18 2JB,64.2,0.93
NP19 0EF,57.3,0.68
NP18 2AE,59.9,0.91
NP10 0AT,62.4,0.8
NP19 7HL,64.0,0.97
NP20 5PW,56.3,0.83
NP19 7AJ,60.1,0.72
NP20 3GY,70.1,0.93
NP19 0GS,61.2,0.78
NP19 8EA,62.4,0.77
NP20 3DL,63.0,0.87
NP19 8GW,52.7,0.68
NP20 3HR,71.2,0.98
NP19 0GP,67.5,0.99
NP18 2DS,56.2,0.79
NP19 0LY,47.7,0.83
NP20 2GL,65.0,0.71
NP19 7PW,64.4,0.83
NP20 6NP,71.0,0.78
NP19 4BS,84.3,1.18
NP19 7SP,58.9,0.77
NP19 7GH,62.1,0.81
NP19 7FD,56.5,0.68
NP19 8EY,58.1,0.69
NP19 8LS,53.1,0.68
NP18 2NZ,74.8,1.05
NP19 9SN,64.0,0.98
NP19 7HR,59.0,0.75
NP18 2HP,62.9,0.85
NP19 8DG,61.3,0.73
NP18 1NB,69.4,0.93
NP18 3QZ,56.0,0.72
NP20 1JG,54.4,0.59
NP19 7LP,76.2,1.04
NP19 7AS,62.2,0.72
NP10 9FU,60.2,0.89
NP19 8FX,58.2,0.69
NP19 9BG,73.2,1.04
NP18 2JA,67.0,0.98
NP20 2HF,59.8,0.84
NP20 2DA,59.3,0.71
