sector,epc,hpr,lat,long
NP19 4,74.6,1.03,-2.950589443396227,51.57632718396227
NP19 7,62.8,0.82,-2.977110186770426,51.59801072762649
NP19 9,66.3,0.89,-2.942108854330708,51.59084999212598
NP18 3,64.7,0.91,-2.969540601398601,51.6165874965035
NP20 3,64.2,0.86,-3.0194848378378363,51.57587618018016
CF3 2,65.1,0.95,-3.0831111941747573,51.526027776699046
NP20 5,62.9,0.84,-3.005147805825243,51.59507614077667
NP19 8,59.3,0.77,-2.9723319289617485,51.59029340983607
NP20 4,60.4,0.74,-3.004276293785312,51.58504357627119
NP20 6,63.2,0.85,-3.0063805602409643,51.61359293975902
NP19 0,67.6,0.9,-2.9758574533898288,51.58424565677964
NP20 2,68.3,0.89,-2.99105624714829,51.576408277566514
NP20 7,68.9,0.87,-3.028114898809525,51.61027474999998
NP18 1,61.7,0.84,-2.95586528742515,51.618864005988016
NP10 8,69.5,0.97,-3.041884147435894,51.566632445512816
NP10 9,70.5,0.98,-3.055315442060086,51.58987012446353
NP20 1,63.7,0.84,-2.994925936,51.586500408
NP18 2,64.6,0.93,-2.906719046511627,51.59182716860462
NP26 3,57.4,0.88,-2.81934675,51.58685386363636
CF3 6,80.4,1.13,-3.1153796538461527,51.54037286538463
NP10 0,65.2,0.93,-3.050076068181818,51.59452109090909
NP19 1,62.0,0.72,-2.9446864999999995,51.5721135
SE16 3,80.0,1.04,-0.0640223333333333,51.49076802564103
NP44 3,59.0,0.94,-3.0189777018348605,51.64295976146794
