district,epc,hpr
TN8,61.3,0.88
TN13,63.4,0.86
BR8,64.3,0.87
TN15,59.6,0.87
TN11,54.8,0.83
DA3,60.8,0.86
TN16,60.3,0.83
TN14,60.6,0.87
DA4,61.2,0.83
BR6,48.7,0.82
DA2,56.5,0.74
TN3,47.5,0.79
DA13,58.8,0.94
