district,epc,hpr
WA10,63.6,0.87
WA9,66.5,0.92
WA12,66.8,0.94
WA11,61.6,0.88
L35,61.2,0.87
WN4,60.3,0.86
WN5,62.2,0.89
L34,60.7,0.87
WA8,70.4,1.03
WA3,34.8,0.77
WN8,33.0,0.76
WA2,61.0,0.98
L39,84.0,1.18
