district,epc,hpr
RH8,62.6,0.86
CR3,65.5,0.87
CR6,63.5,0.87
RH6,66.9,0.95
RH1,59.1,0.84
RH9,60.7,0.84
RH19,64.9,0.91
RH7,61.5,0.87
TN16,57.8,0.85
CR8,76.2,1.04
RH10,56.3,0.85
TN8,50.5,0.81
