sector,epc,hpr,lat,long
SG13 7,67.7,0.92,-0.0543366468253968,51.7946946785714
CM20 2,70.1,1.03,0.1090776464646464,51.78317125757573
CM23 5,64.5,0.88,0.1769295467980295,51.87226525123151
SG9 9,69.0,0.98,-0.0254278350877193,51.94253675087725
CM23 3,68.4,0.9,0.159361427480916,51.86381042748091
CM23 2,69.5,0.94,0.1551078537414966,51.87525060544216
CM23 4,66.2,0.96,0.1438636934673367,51.85902956281406
SG11 1,63.6,0.92,0.0046013091787439,51.87920770048305
SG13 8,63.4,0.88,-0.0900251650485437,51.77674021844658
SG14 1,67.4,0.88,-0.0799332711864407,51.79717324293785
SG12 8,64.7,0.89,0.0261642589285714,51.79872641964282
SG14 2,65.9,0.9,-0.1080273824884793,51.80268492626728
SG12 0,60.4,0.86,-0.0472392490706319,51.83371684758363
SG12 7,64.2,0.85,-0.0130955188679245,51.81631495754715
SG2 7,59.4,0.88,-0.1310867861271676,51.90860553757228
SG12 9,66.7,0.89,-0.0272079444444444,51.80505175925924
SG9 0,51.9,0.82,0.0115495381165919,51.9609372825112
SG10 6,60.3,0.84,0.0753889633027523,51.84676606422017
CM21 9,63.7,0.88,0.1529676514285713,51.81256053714287
SG14 3,63.8,0.87,-0.0918262090909091,51.82167362272727
SG3 6,61.8,0.89,-0.182317443902439,51.86019717560974
EN10 7,56.0,0.91,-0.0251933434343434,51.74607486868685
CM21 0,64.6,0.9,0.133838572519084,51.81233193893128
SG11 2,56.7,0.84,0.068936888235294,51.8944924352941
AL6 0,61.0,0.88,-0.1823805187969925,51.83222731954888
EN11 0,42.4,0.67,0.0003366458333333,51.767217791666674
CM22 7,58.8,0.81,0.2061699180327869,51.82819216393443
CM23 1,81.7,1.13,0.1555703684210527,51.91137726315787
SG14 5,82.2,1.09,nan,nan
AL9 6,48.5,0.63,-0.1663661981981982,51.7459668018018
CM19 5,41.0,0.9,0.058739671641791,51.760822855721365
HP2 5,65.0,1.05,-0.4611634851485149,51.761261049504974
EN11 9,64.0,0.75,-0.0124054918032786,51.77253520218577
SG12 2,83.0,1.05,nan,nan
CM23 6,84.0,1.18,nan,nan
