postcode,epc,hpr
E10 7NB,66.1,0.91
E11 4JT,57.6,0.63
E10 7EF,56.6,0.62
E17 5PR,70.0,1.0
E4 6HS,64.6,0.82
E10 7FZ,85.1,1.08
E20 1FH,84.1,1.07
E17 4LP,60.4,0.66
E17 5EU,61.7,0.62
E11 3QB,65.6,0.82
E11 1HX,65.3,0.86
E17 6AF,59.2,0.7
E11 4EU,59.0,0.63
E4 9AE,78.2,1.06
E17 6DX,89.4,1.08
E11 3HZ,57.2,0.66
E11 1HZ,57.6,0.61
E17 8HR,59.8,0.62
E17 6DA,68.2,0.96
E10 7PB,63.3,0.66
E10 5EX,60.2,0.66
E4 9BF,77.7,1.06
IG8 9SR,63.9,0.83
E17 4EG,58.9,0.65
E11 4RZ,75.3,0.94
E4 9PS,60.1,0.66
E17 6HN,59.1,0.65
E17 9NT,67.5,0.81
E17 6QB,71.9,0.9
E17 9JD,58.7,0.62
E17 6ZS,87.8,1.07
E17 9NG,53.3,0.67
E17 8PN,61.5,0.64
E10 5AT,67.0,0.69
E17 8DZ,71.5,0.93
E17 5BP,60.6,0.67
E17 3QL,61.7,0.69
E17 9JL,55.2,0.61
E17 4JD,58.4,0.68
E17 5BL,58.9,0.66
E17 5LS,72.5,0.93
E11 4DP,57.7,0.61
E17 7AW,63.8,0.71
E11 4BW,62.7,0.65
E10 5JA,67.1,0.74
E11 1DT,59.4,0.63
E4 8QH,59.2,0.73
E17 8PW,61.6,0.64
E17 7PD,68.3,0.85
E17 6GL,81.8,1.06
E17 5QS,54.5,0.59
E11 3HS,62.0,0.64
E7 0AJ,62.2,0.68
E11 4QP,62.8,0.64
E17 4JE,61.3,0.89
E20 1AX,84.1,1.06
E17 6PA,65.7,0.67
E4 9JP,60.0,0.69
E11 4AB,63.4,0.71
E17 7QA,59.9,0.61
E4 9UX,65.6,0.96
E17 7EH,60.9,0.63
E17 3QT,67.1,0.73
E10 5NY,75.4,0.99
IG8 9QX,65.9,0.88
E4 6JP,66.1,0.83
E11 3ES,74.8,0.94
E17 6HU,60.0,0.59
E17 6ZN,88.6,1.07
E17 4PJ,58.9,0.66
E20 1DQ,84.0,1.06
E11 4TF,59.8,0.89
E17 7HB,61.1,0.65
E17 9NJ,58.4,0.58
E11 3PS,65.5,0.77
E11 3JA,64.2,0.67
E11 4QX,61.3,0.63
E10 5LD,64.0,0.77
E4 7SL,50.0,0.6
E17 9QG,64.2,0.71
E17 5RQ,60.8,0.73
E17 9EX,64.3,0.9
E11 4HH,54.1,0.66
E4 8DA,73.2,0.95
E11 3JZ,62.9,0.64
E17 3LG,60.3,0.68
E10 5AZ,63.9,0.74
E10 7DD,66.5,0.79
E4 7AE,64.6,0.87
E17 8EN,63.9,0.64
E4 9RG,59.8,0.67
E20 1JB,86.4,0.98
E17 4HT,68.8,0.81
E11 4AA,66.1,0.76
E17 5PQ,64.3,0.8
E17 3RQ,61.3,0.73
E17 6SE,61.9,0.62
E4 6PX,44.2,0.56
E17 4RT,61.8,0.75
E17 5AY,66.6,0.76
E10 6AW,59.1,0.7
E11 3JW,60.7,0.64
E11 4PH,59.4,0.62
E10 6RA,73.4,0.9
E11 1BL,60.9,0.67
E11 1DS,73.2,0.95
E17 7BT,61.8,0.62
E17 5NN,66.2,0.67
E10 7LD,57.8,0.63
E4 6TS,73.3,0.84
E17 3ER,68.2,0.85
E17 4NP,56.2,0.62
E11 1JS,60.8,0.75
E10 5HY,64.8,0.71
E17 6ZH,84.6,1.07
E17 6PZ,66.2,0.74
E4 8BJ,84.8,1.1
E4 6DA,53.8,0.64
E17 3NW,59.1,0.55
E10 5RF,59.1,0.61
E11 4JG,63.9,0.65
E10 7EJ,71.3,0.79
E17 6ZR,87.6,1.07
E10 6QB,58.7,0.63
E17 5HG,58.7,0.75
E17 8AP,62.2,0.63
E17 4EL,54.6,0.6
E10 6ES,61.9,0.72
E11 1AU,60.6,0.67
E10 5RE,58.3,0.64
E4 8LD,70.5,0.92
E17 4QB,68.8,0.8
E17 9SL,86.3,1.09
E17 9PX,65.3,0.7
E4 7ET,61.4,0.68
E20 1GQ,85.5,1.05
E10 6LT,62.6,0.63
E11 3EY,68.7,0.82
E17 6JT,72.2,0.96
E17 3DL,62.9,0.69
E17 3RP,63.2,0.74
E11 1DL,58.8,0.61
E11 1LB,65.9,0.84
E17 9HB,65.8,0.63
E17 8AQ,60.7,0.62
E11 4EN,62.4,0.66
E17 5RW,60.8,0.69
E11 3QH,70.2,0.92
E4 8YX,74.0,1.01
E4 6JZ,67.6,0.89
E15 2BZ,57.5,0.63
E17 7BP,63.2,0.65
E10 6NF,63.9,0.66
E11 3EG,74.3,0.97
E4 9BT,61.3,0.76
E20 1HT,83.7,1.06
E17 8PL,65.1,0.68
E11 3BG,60.4,0.64
E17 9PB,62.5,0.72
E4 6LE,63.1,0.79
E17 5FT,84.3,1.11
E11 1NW,60.3,0.63
E10 5RG,65.2,0.69
E17 5HW,59.9,0.78
E10 7BQ,56.5,0.69
E11 1LX,59.7,0.7
E4 6EB,71.7,0.92
E17 4BJ,55.3,0.63
E11 1DE,58.9,0.62
E10 5EA,62.7,0.65
E17 4DT,58.4,0.66
E4 6YE,72.8,0.99
E17 7DB,64.9,0.74
E11 4ET,59.6,0.63
E17 4FF,90.2,1.09
E15 1UF,62.4,0.68
E17 7EQ,73.4,0.99
E10 5QQ,60.7,0.63
E17 9LS,62.3,0.6
E10 5LP,60.0,0.61
E4 6HJ,64.6,0.84
E4 7NN,60.6,0.87
E17 8JE,64.5,0.73
E17 3RG,57.3,0.74
IG8 9NF,58.7,0.68
E11 1BU,58.0,0.68
E10 5UA,77.2,1.01
E17 5RE,60.6,0.71
E10 5GT,82.4,1.07
E10 6PL,61.8,0.65
E10 6DJ,60.5,0.7
E4 9HG,64.5,0.91
E17 5ER,61.1,0.64
E20 1JG,85.8,0.97
E4 6JS,58.9,0.8
E10 7JG,58.7,0.67
E10 5RJ,59.8,0.66
E17 4SJ,60.0,0.68
E17 3HS,66.7,0.89
E4 7PL,55.6,0.65
E17 3HH,63.2,0.78
E10 5GQ,83.2,1.08
E17 9RL,53.9,0.72
E17 3FB,83.4,1.06
E4 6TG,73.4,0.96
E4 7EF,55.0,0.64
E20 1HP,89.5,1.18
E17 6AQ,57.9,0.65
E11 4JH,65.3,0.78
E4 9BX,57.3,0.62
E17 6QL,62.9,0.69
E17 6EU,61.2,0.61
E11 1JF,61.8,0.68
E10 6HB,59.4,0.66
E4 6BH,69.7,0.92
E11 3EE,64.1,0.71
E17 4LH,70.2,0.88
E17 6GG,82.7,1.07
E10 5DG,60.3,0.64
E17 7DL,66.4,0.72
E17 8HL,59.7,0.63
E11 1JE,59.7,0.63
E17 4BQ,56.6,0.63
