district,epc,hpr
N8,65.0,0.73
N22,63.2,0.71
N17,66.4,0.78
N10,62.1,0.69
N15,65.7,0.75
N4,64.0,0.69
N11,66.1,0.78
N6,63.1,0.7
N2,60.7,0.71
N1,84.4,1.05
N13,63.2,0.77
N18,58.7,0.63
SW4,81.0,1.05
NN17,58.0,0.64
SW7,86.0,1.01
E5,70.0,1.07
