district,epc,hpr
S43,64.5,0.91
S80,62.7,0.86
S44,63.6,0.89
DE55,64.1,0.92
NG16,59.7,0.83
NG20,64.0,0.9
NG19,68.7,0.98
S45,43.4,0.79
S21,42.0,0.69
S42,43.0,0.82
DE5,82.0,0.92
