district,epc,hpr
L5,66.8,0.89
L6,61.2,0.78
L25,64.6,0.88
L7,63.0,0.81
L19,61.9,0.82
L3,72.3,0.96
L17,62.5,0.78
L14,65.3,0.9
L24,69.2,0.96
L18,58.7,0.76
L12,62.6,0.88
L1,74.8,0.98
L4,59.9,0.76
L9,60.3,0.79
L13,58.9,0.74
L8,65.3,0.83
L10,64.3,0.9
L2,69.7,0.94
L15,59.9,0.73
L11,66.6,0.93
L27,69.4,0.94
L16,56.8,0.79
L28,66.9,0.83
L20,68.5,0.93
L36,47.3,0.75
E14,82.0,1.09
LU5,84.0,1.09
