district,epc,hpr
KT2,64.6,0.81
KT3,61.3,0.77
KT9,62.2,0.8
KT1,63.8,0.78
KT6,62.5,0.77
KT4,59.8,0.79
KT5,60.8,0.74
KT19,61.3,0.83
SW15,60.4,0.76
SW20,68.0,0.88
TW10,67.6,0.95
KT22,40.6,0.73
KT24,85.0,0.92
KT18,63.0,0.95
KT7,73.9,1.07
