outcode,epc,hpr,lat,long
S11,60.1,0.76,53.3607754,-1.5078903
S7,56.5,0.72,53.3551559,-1.4910563
S13,64.9,0.9,53.3646431,-1.3836802
S6,62.2,0.82,53.4028113,-1.5130984
S35,63.3,0.89,53.4586541,-1.4979375
S8,62.0,0.82,53.3398982,-1.4776091
S3,72.1,0.95,53.3874982,-1.4740209
S20,65.9,0.95,53.3345997,-1.3520598
S10,60.7,0.77,53.3767062,-1.5185445
S12,64.3,0.92,53.3482005,-1.4064871
S1,73.1,0.97,53.3800229,-1.4710499
S5,64.8,0.91,53.4222438,-1.4632305
S14,67.3,0.85,53.3460139,-1.4444011
S2,67.2,0.91,53.369613,-1.4480046
S4,58.1,0.75,53.4009143,-1.4496573
S9,60.8,0.82,53.3981645,-1.4178388
S36,63.2,0.89,53.5054492,-1.616598
S17,62.5,0.88,53.3213081,-1.5289135
SN10,80.0,1.09,51.3370397,-1.9869176
S61,55.2,0.79,53.4441131,-1.3949172
GL5,83.0,1.13,51.7381408,-2.2210178
BS1,76.0,0.91,51.4532627,-2.5935387
S60,70.3,1.03,53.4123073,-1.3507801
S19,84.0,1.09,nan,nan
AL2,78.0,1.14,51.7191035,-0.3354863
