district,epc,hpr
DN4,63.8,0.88
DN12,64.0,0.89
S64,62.0,0.85
DN5,60.4,0.83
DN3,65.4,0.95
DN2,61.2,0.85
DN1,59.5,0.73
DN8,63.9,0.9
DN7,62.9,0.92
DN10,63.6,0.89
DN9,69.7,1.0
DN6,61.6,0.86
DN11,63.3,0.9
S66,56.3,0.89
DN14,47.8,0.85
S72,65.3,1.05
WF8,43.2,0.83
DN44,75.5,0.73
DN55,71.5,1.04
