date,average_rating,y/y
2008,61.901811248808386,0
2009,61.4722480620155,-0.693942839679271
2010,61.150988411724605,-0.5226092430633076
2011,62.78632148377125,2.674254520689159
2012,63.28892272554244,0.8004948050684869
2013,61.96509178453205,-2.091726141004632
2014,59.94201250710631,-3.2648693307200833
2015,59.944496124031005,0.004143365931195612
2016,62.09980657640232,3.595510166457601
2017,63.456647398843934,2.1849356660592334
2018,64.68346253229974,1.9333122434674332
2019,66.30358534684333,2.5046940146943775
2020,66.59376174370537,0.43764812316571405
2021,67.74924924924925,1.73512874973322
2022,67.69597839135655,-0.07862944384330414
