date,average_rating,y/y
2008,63.04350877192982,0
2009,61.61042738867756,-2.2731624732954994
2010,60.76431246655966,-1.3733307136145483
2011,64.45942190105615,6.081051993355494
2012,65.82250854588483,2.114642987212937
2013,63.45928253469495,-3.5903007396663966
2014,62.685276902296266,-1.219688596346032
2015,60.92548704559148,-2.8073416018368436
2016,62.753975137322925,3.001187483923039
2017,67.55471821756225,7.65010195726085
2018,68.59335857850277,1.5374801173702521
2019,67.34334527418021,-1.8223532572646473
2020,65.62832730857706,-2.546677713470672
2021,66.96965052115267,2.0438174605134534
2022,68.1943639715565,1.8287589092569543
