date,average_rating,y/y
2008,64.02940618478468,0
2009,64.08241206030151,0.08278364375871258
2010,64.50581613508443,0.6607180678288135
2011,63.857387947673175,-1.0052243755095722
2012,65.96818644224544,3.305488311394637
2013,61.65887114908927,-6.532414373599515
2014,62.1601108863415,0.8129239603499143
2015,64.14732983255722,3.19693597369752
2016,63.40578105781058,-1.1560087951942712
2017,65.5211753345289,3.3362798177497472
2018,66.48147762747138,1.4656365488553809
2019,67.57195954706543,1.6402793056203784
2020,68.32887874837027,1.1201676055844254
2021,70.01068493150684,2.461340232627022
2022,70.95542156765839,1.3494177882644702
