date,average_rating,y/y
2008,61.172320217096335,0
2009,59.851917299876305,-2.1584973604630506
2010,60.09695770467474,0.4094111197319058
2011,61.54946560701562,2.4169408199974334
2012,62.35302939412117,1.305557699292128
2013,61.1426652337453,-1.9411473221700295
2014,62.019524817689955,1.4341206432406373
2015,63.39046504825973,2.210497798233269
2016,62.831112711559236,-0.8823919122136934
2017,65.13383045525903,3.6649322991794744
2018,63.675657451112606,-2.2387336871705332
2019,66.16940746541373,3.916331788510724
2020,66.17320354995705,0.005736917842749131
2021,67.46198388721048,1.9475864369789369
2022,69.12447940768163,2.464344249423017
