date,average_rating,y/y
2008,46.40447504302926,0
2009,48.6,4.731278513408264
2010,48.21606816798539,-0.7899831934457008
2011,59.56963021243116,23.547258156533655
2012,57.746317512274956,-3.0608091634178165
2013,52.77629063097514,-8.606655965972813
2014,53.39475038600103,1.1718515030741965
2015,50.617332583005066,-5.201668296822196
2016,49.5841961852861,-2.0410723856788957
2017,57.872965209064795,16.71655418755855
2018,59.6991833030853,3.155563374752498
2019,58.49129172714078,-2.023296650160523
2020,56.402678144428506,-3.570811177252786
2021,53.33233404710921,-5.443614023889379
2022,59.43589743589744,11.444395783235114
