date,average_rating,y/y
2008,60.98349056603774,0
2009,64.22927256792288,5.322394588696675
2010,63.89647735442128,-0.5181363577637667
2011,64.14328582145536,0.38626302615258024
2012,64.6722338204593,0.8246350217796359
2013,58.56002202643172,-9.451060266444609
2014,58.429850746268656,-0.22228693852660644
2015,59.91750687442713,2.5460549858643597
2016,60.85323609845032,1.561695859582827
2017,62.457142857142856,2.63569673779992
2018,63.60919540229885,1.8445489057849893
2019,67.06596701649175,5.4343897801731575
2020,66.53409632808774,-0.7930560194162618
2021,67.93804792518995,2.110123492440854
2022,68.89524465885596,1.4089258712879529
