date,average_rating,y/y
2008,64.01187648456057,0
2009,62.2053732419762,-2.822137612260279
2010,61.94481142126571,-0.41887349457242423
2011,62.50236377208261,0.9000791801998935
2012,64.26202235508188,2.815347255370914
2013,63.60506771515946,-1.0223062017756008
2014,63.89935382807911,0.46267714742092914
2015,63.92269272529859,0.03652446514917016
2016,65.65588860042483,2.7113937183067036
2017,65.79301822675316,0.20886112312467267
2018,68.60369111219039,4.271992623518728
2019,68.2975434138077,-0.4462554323528047
2020,67.61235955056179,-1.0032335410579163
2021,68.83895809739525,1.814163201797719
2022,69.94087615283267,1.6007186713639667
