date,average_rating,y/y
2008,61.06898620275945,0
2009,62.63518860458982,2.5646445097849093
2010,61.5825952170062,-1.680514437704571
2011,62.60939012584705,1.667345952574107
2012,63.176798444588464,0.9062671231917507
2013,62.71802515137401,-0.7261736974798433
2014,63.0464924140003,0.5237206717423155
2015,63.6861108815996,1.0145187196128136
2016,63.56412836855641,-0.19153707355434768
2017,67.57184305056646,6.30499431813583
2018,68.06586897287052,0.7311121023210271
2019,67.48550458715596,-0.8526511076291114
2020,66.67351322325145,-1.2032085540026496
2021,67.874433513872,1.801195456131678
2022,68.65547460669411,1.1507147130185333
